,train,val,test
399,TCGA-67-3770-01Z-00-DX1,,
400,TCGA-MP-A4T9-01Z-00-DX1,,
401,TCGA-71-6725-01Z-00-DX1,,
402,TCGA-O1-A52J-01Z-00-DX1,,
403,TCGA-55-A48Z-01Z-00-DX1,,
404,TCGA-38-4629-01Z-00-DX1,,
405,TCGA-95-7039-01Z-00-DX1,,
406,TCGA-97-8171-01Z-00-DX1,,
407,TCGA-62-A46U-01Z-00-DX1,,
408,TCGA-64-1681-01Z-00-DX1,,
409,TCGA-55-A57B-01Z-00-DX1,,
410,TCGA-78-7155-01Z-00-DX1,,
411,TCGA-44-A4SU-01Z-00-DX1,,
412,TCGA-MP-A4T6-01Z-00-DX1,,
413,TCGA-67-6217-01Z-00-DX1,,
414,TCGA-75-6207-01Z-00-DX1,,
415,TCGA-86-8668-01Z-00-DX1,,
416,TCGA-44-2661-01Z-00-DX1,,
417,TCGA-J2-8192-01Z-00-DX1,,
418,TCGA-55-8206-01Z-00-DX1,,
419,TCGA-86-8055-01Z-00-DX1,,
420,TCGA-97-A4M1-01Z-00-DX1,,
421,TCGA-97-8177-01Z-00-DX1,,
