,train,val,test
306,BRACS_1872,,
307,BRACS_1874,,
308,BRACS_1883,,
309,BRACS_1888,,
310,BRACS_1897,,
311,BRACS_1903,,
312,BRACS_1919,,
313,BRACS_1920,,
314,BRACS_1923,,
315,BRACS_1927,,
316,BRACS_1928,,
317,BRACS_1929,,
318,BRACS_1930,,
319,BRACS_1931,,
320,BRACS_1935,,
321,BRACS_1947,,
322,BRACS_1950,,
323,BRACS_3302,,
324,BRACS_1003697,,
325,BRACS_280,,
326,BRACS_281,,
327,BRACS_283,,
328,BRACS_286,,
329,BRACS_291,,
330,BRACS_292,,
331,BRACS_295,,
332,BRACS_297,,
333,BRACS_298,,
334,BRACS_301,,
335,BRACS_305,,
336,BRACS_310,,
337,BRACS_311,,
338,BRACS_738,,
339,BRACS_739,,
340,BRACS_740,,
341,BRACS_747,,
342,BRACS_748,,
343,BRACS_749,,
344,BRACS_750,,
345,BRACS_752,,
346,BRACS_753,,
347,BRACS_756,,
348,BRACS_757,,
349,BRACS_773,,
350,BRACS_1231,,
351,BRACS_1232,,
352,BRACS_1233,,
353,BRACS_1263,,
354,BRACS_1265,,
355,BRACS_1272,,
356,BRACS_1277,,
357,BRACS_1279,,
358,BRACS_1284,,
359,BRACS_1286,,
360,BRACS_1287,,
361,BRACS_1288,,
362,BRACS_1289,,
363,BRACS_1292,,
364,BRACS_1293,,
365,BRACS_1356,,
366,BRACS_1357,,
367,BRACS_1358,,
368,BRACS_1360,,
369,BRACS_1361,,
370,BRACS_1362,,
371,BRACS_1368,,
372,BRACS_1374,,
373,BRACS_1392,,
374,BRACS_1393,,
375,BRACS_1394,,
376,BRACS_1395,,
377,BRACS_1406,,
378,BRACS_1413,,
379,BRACS_1414,,
380,BRACS_1477,,
381,BRACS_1478,,
382,BRACS_1484,,
383,BRACS_1487,,
384,BRACS_1516,,
385,BRACS_1590,,
386,BRACS_1639,,
387,BRACS_1643,,
388,BRACS_1646,,
389,BRACS_1647,,
390,BRACS_1648,,
391,BRACS_1649,,
392,BRACS_1652,,
393,BRACS_1798,,
394,BRACS_1810,,
395,BRACS_1817,,
396,BRACS_1823,,
397,BRACS_1826,,
398,BRACS_1828,,
399,BRACS_1829,,
400,BRACS_1830,,
401,BRACS_1831,,
402,BRACS_1875,,
403,BRACS_1910,,
404,BRACS_1984,,
405,BRACS_3289,,
406,BRACS_3290,,
407,BRACS_3291,,
408,BRACS_3293,,
409,BRACS_3294,,
410,BRACS_3308,,
411,BRACS_3314,,
412,BRACS_3315,,
413,BRACS_3320,,
414,BRACS_3321,,
415,BRACS_3323,,
416,BRACS_1003667,,
417,BRACS_1003670,,
418,BRACS_1003677,,
419,BRACS_1003684,,
420,BRACS_1003692,,
421,BRACS_1003698,,
422,BRACS_1003699,,
423,BRACS_1003703,,
424,BRACS_1003709,,
425,BRACS_1003722,,
426,BRACS_1003723,,
427,BRACS_1003727,,
428,BRACS_1003731,,
429,BRACS_1003732,,
