,train,val,test
112,BRACS_1972,,
113,BRACS_1980,,
114,BRACS_1988,,
115,BRACS_1989,,
116,BRACS_1994,,
117,BRACS_2002,,
118,BRACS_2004,,
119,BRACS_3268,,
120,BRACS_3269,,
121,BRACS_3270,,
122,BRACS_3271,,
123,BRACS_3274,,
124,BRACS_3276,,
125,BRACS_3279,,
126,BRACS_3281,,
127,BRACS_3283,,
128,BRACS_3295,,
129,BRACS_3296,,
130,BRACS_3298,,
131,BRACS_3309,,
132,BRACS_3311,,
133,BRACS_3312,,
134,BRACS_3324,,
135,BRACS_3334,,
136,BRACS_3335,,
137,BRACS_3337,,
138,BRACS_1003658,,
139,BRACS_1003659,,
140,BRACS_1003668,,
141,BRACS_1003669,,
142,BRACS_1003672,,
143,BRACS_1003686,,
144,BRACS_1003700,,
145,BRACS_1003706,,
146,BRACS_1003724,,
147,BRACS_1003725,,
148,BRACS_1003730,,
149,BRACS_1003734,,
150,BRACS_1244,,
151,BRACS_1270,,
152,BRACS_1334,,
153,BRACS_1335,,
154,BRACS_1337,,
155,BRACS_1409,,
156,BRACS_1416,,
157,BRACS_1495,,
158,BRACS_1498,,
159,BRACS_1581,,
160,BRACS_1591,,
161,BRACS_1594,,
162,BRACS_1595,,
163,BRACS_1604,,
164,BRACS_1606,,
165,BRACS_1609,,
166,BRACS_1618,,
167,BRACS_1619,,
168,BRACS_1642,,
169,BRACS_1667,,
170,BRACS_1780,,
171,BRACS_1782,,
172,BRACS_1783,,
173,BRACS_1785,,
174,BRACS_1786,,
175,BRACS_1787,,
176,BRACS_1789,,
177,BRACS_1792,,
178,BRACS_1793,,
179,BRACS_1821,,
180,BRACS_1824,,
181,BRACS_1836,,
182,BRACS_1837,,
183,BRACS_1848,,
184,BRACS_1853,,
185,BRACS_1881,,
186,BRACS_1896,,
187,BRACS_1914,,
188,BRACS_1918,,
189,BRACS_1949,,
190,BRACS_1952,,
191,BRACS_1957,,
192,BRACS_1958,,
193,BRACS_1963,,
194,BRACS_1993,,
195,BRACS_1996,,
196,BRACS_2001,,
197,BRACS_2005,,
198,BRACS_3273,,
199,BRACS_3278,,
200,BRACS_3310,,
201,BRACS_3313,,
202,BRACS_3317,,
203,BRACS_1003685,,
204,BRACS_1003707,,
205,BRACS_743,,
206,BRACS_1239,,
207,BRACS_1250,,
208,BRACS_1257,,
209,BRACS_1319,,
210,BRACS_1506,,
211,BRACS_1510,,
212,BRACS_1610,,
213,BRACS_1773,,
214,BRACS_1774,,
215,BRACS_1775,,
216,BRACS_1777,,
217,BRACS_1778,,
218,BRACS_1799,,
219,BRACS_1813,,
220,BRACS_1815,,
221,BRACS_1838,,
222,BRACS_1857,,
223,BRACS_1865,,
224,BRACS_1871,,
225,BRACS_1886,,
226,BRACS_1916,,
227,BRACS_1926,,
228,BRACS_1936,,
229,BRACS_1937,,
230,BRACS_1943,,
231,BRACS_1944,,
232,BRACS_1954,,
233,BRACS_1968,,
234,BRACS_1975,,
235,BRACS_2007,,
236,BRACS_3285,,
237,BRACS_1003693,,
238,BRACS_1379,,
239,BRACS_1486,,
240,BRACS_1494,,
241,BRACS_1499,,
242,BRACS_1503,,
243,BRACS_1616,,
244,BRACS_1622,,
245,BRACS_1794,,
246,BRACS_1795,,
247,BRACS_1808,,
248,BRACS_1825,,
249,BRACS_1844,,
250,BRACS_1849,,
251,BRACS_1856,,
252,BRACS_1860,,
253,BRACS_1861,,
254,BRACS_1863,,
255,BRACS_1876,,
256,BRACS_1885,,
257,BRACS_1892,,
258,BRACS_1895,,
259,BRACS_1899,,
260,BRACS_1911,,
261,BRACS_1913,,
262,BRACS_1915,,
263,BRACS_1922,,
264,BRACS_1925,,
265,BRACS_1933,,
266,BRACS_1934,,
267,BRACS_1938,,
268,BRACS_1969,,
269,BRACS_1977,,
270,BRACS_1982,,
271,BRACS_1983,,
272,BRACS_1987,,
273,BRACS_3318,,
274,BRACS_1003694,,
275,BRACS_1003728,,
276,BRACS_735,,
277,BRACS_736,,
278,BRACS_737,,
279,BRACS_755,,
280,BRACS_762,,
281,BRACS_1238,,
282,BRACS_1247,,
283,BRACS_1283,,
284,BRACS_1366,,
285,BRACS_1369,,
286,BRACS_1473,,
287,BRACS_1474,,
288,BRACS_1476,,
289,BRACS_1489,,
290,BRACS_1491,,
291,BRACS_1492,,
292,BRACS_1497,,
293,BRACS_1509,,
294,BRACS_1512,,
295,BRACS_1515,,
296,BRACS_1588,,
297,BRACS_1602,,
298,BRACS_1607,,
299,BRACS_1653,,
300,BRACS_1771,,
301,BRACS_1811,,
302,BRACS_1816,,
303,BRACS_1862,,
304,BRACS_1864,,
305,BRACS_1867,,
306,BRACS_1872,,
307,BRACS_1874,,
308,BRACS_1878,,
309,BRACS_1883,,
310,BRACS_1888,,
311,BRACS_1897,,
312,BRACS_1903,,
313,BRACS_1919,,
314,BRACS_1920,,
315,BRACS_1927,,
316,BRACS_1928,,
317,BRACS_1929,,
318,BRACS_1930,,
319,BRACS_1931,,
320,BRACS_1945,,
321,BRACS_1947,,
322,BRACS_1950,,
323,BRACS_1999,,
324,BRACS_3302,,
325,BRACS_280,,
326,BRACS_281,,
327,BRACS_283,,
328,BRACS_288,,
329,BRACS_291,,
330,BRACS_292,,
331,BRACS_295,,
332,BRACS_301,,
333,BRACS_310,,
334,BRACS_311,,
335,BRACS_738,,
336,BRACS_739,,
337,BRACS_747,,
338,BRACS_748,,
339,BRACS_749,,
340,BRACS_750,,
341,BRACS_752,,
342,BRACS_753,,
343,BRACS_756,,
344,BRACS_757,,
345,BRACS_773,,
346,BRACS_1231,,
347,BRACS_1232,,
348,BRACS_1233,,
349,BRACS_1235,,
350,BRACS_1263,,
351,BRACS_1265,,
352,BRACS_1272,,
353,BRACS_1277,,
354,BRACS_1279,,
355,BRACS_1287,,
356,BRACS_1289,,
357,BRACS_1292,,
358,BRACS_1356,,
359,BRACS_1357,,
360,BRACS_1358,,
361,BRACS_1360,,
362,BRACS_1368,,
363,BRACS_1374,,
364,BRACS_1392,,
365,BRACS_1393,,
366,BRACS_1394,,
367,BRACS_1395,,
368,BRACS_1406,,
369,BRACS_1407,,
370,BRACS_1411,,
371,BRACS_1414,,
372,BRACS_1477,,
373,BRACS_1484,,
374,BRACS_1516,,
375,BRACS_1578,,
376,BRACS_1587,,
377,BRACS_1590,,
378,BRACS_1636,,
379,BRACS_1637,,
380,BRACS_1638,,
381,BRACS_1639,,
382,BRACS_1643,,
383,BRACS_1646,,
384,BRACS_1647,,
385,BRACS_1648,,
386,BRACS_1649,,
387,BRACS_1650,,
388,BRACS_1654,,
389,BRACS_1798,,
390,BRACS_1810,,
391,BRACS_1812,,
392,BRACS_1817,,
393,BRACS_1823,,
394,BRACS_1826,,
395,BRACS_1827,,
396,BRACS_1829,,
397,BRACS_1875,,
398,BRACS_1910,,
399,BRACS_1984,,
400,BRACS_3290,,
401,BRACS_3291,,
402,BRACS_3293,,
403,BRACS_3294,,
404,BRACS_3301,,
405,BRACS_3305,,
406,BRACS_3308,,
407,BRACS_3314,,
408,BRACS_3315,,
409,BRACS_3316,,
410,BRACS_3319,,
411,BRACS_3320,,
412,BRACS_3321,,
413,BRACS_1003667,,
414,BRACS_1003670,,
415,BRACS_1003673,,
416,BRACS_1003678,,
417,BRACS_1003684,,
418,BRACS_1003692,,
419,BRACS_1003698,,
420,BRACS_1003699,,
421,BRACS_1003703,,
422,BRACS_1003708,,
423,BRACS_1003709,,
424,BRACS_1003721,,
425,BRACS_1003722,,
426,BRACS_1003723,,
427,BRACS_1003727,,
428,BRACS_1003731,,
429,BRACS_1003732,,
