,train,val,test
82,BRACS_1796,,
83,BRACS_1832,,
84,BRACS_1833,,
85,BRACS_1839,,
86,BRACS_1841,,
87,BRACS_1842,,
88,BRACS_1843,,
89,BRACS_1845,,
90,BRACS_1846,,
91,BRACS_1847,,
92,BRACS_1850,,
93,BRACS_1851,,
94,BRACS_1852,,
95,BRACS_1866,,
96,BRACS_1869,,
97,BRACS_1870,,
98,BRACS_1879,,
99,BRACS_1880,,
100,BRACS_1893,,
101,BRACS_1900,,
102,BRACS_1901,,
103,BRACS_1902,,
104,BRACS_1904,,
105,BRACS_1905,,
106,BRACS_1906,,
107,BRACS_1924,,
108,BRACS_1942,,
109,BRACS_1948,,
110,BRACS_1961,,
111,BRACS_1962,,
112,BRACS_1964,,
113,BRACS_1965,,
114,BRACS_1972,,
115,BRACS_1980,,
116,BRACS_1986,,
117,BRACS_1988,,
118,BRACS_1989,,
119,BRACS_1994,,
120,BRACS_3269,,
121,BRACS_3270,,
122,BRACS_3271,,
123,BRACS_3274,,
124,BRACS_3276,,
125,BRACS_3279,,
126,BRACS_3281,,
127,BRACS_3283,,
128,BRACS_3295,,
129,BRACS_3296,,
130,BRACS_3309,,
131,BRACS_3311,,
132,BRACS_3312,,
133,BRACS_3324,,
134,BRACS_3335,,
135,BRACS_3336,,
136,BRACS_3337,,
137,BRACS_1003658,,
138,BRACS_1003659,,
139,BRACS_1003669,,
140,BRACS_1003671,,
141,BRACS_1003672,,
142,BRACS_1003686,,
143,BRACS_1003700,,
144,BRACS_1003706,,
145,BRACS_1003710,,
146,BRACS_1003724,,
147,BRACS_1003725,,
148,BRACS_1003730,,
149,BRACS_1003734,,
150,BRACS_265,,
151,BRACS_1244,,
152,BRACS_1270,,
153,BRACS_1295,,
154,BRACS_1326,,
155,BRACS_1334,,
156,BRACS_1335,,
157,BRACS_1409,,
158,BRACS_1416,,
159,BRACS_1495,,
160,BRACS_1498,,
161,BRACS_1591,,
162,BRACS_1595,,
163,BRACS_1604,,
164,BRACS_1609,,
165,BRACS_1617,,
166,BRACS_1618,,
167,BRACS_1619,,
168,BRACS_1621,,
169,BRACS_1642,,
170,BRACS_1667,,
171,BRACS_1780,,
172,BRACS_1782,,
173,BRACS_1783,,
174,BRACS_1785,,
175,BRACS_1787,,
176,BRACS_1789,,
177,BRACS_1792,,
178,BRACS_1793,,
179,BRACS_1821,,
180,BRACS_1824,,
181,BRACS_1836,,
182,BRACS_1837,,
183,BRACS_1848,,
184,BRACS_1873,,
185,BRACS_1881,,
186,BRACS_1896,,
187,BRACS_1914,,
188,BRACS_1917,,
189,BRACS_1918,,
190,BRACS_1952,,
191,BRACS_1957,,
192,BRACS_1958,,
193,BRACS_1993,,
194,BRACS_1995,,
195,BRACS_1996,,
196,BRACS_1997,,
197,BRACS_2005,,
198,BRACS_3273,,
199,BRACS_3310,,
200,BRACS_3313,,
201,BRACS_3317,,
202,BRACS_1003661,,
203,BRACS_1003685,,
204,BRACS_1003707,,
205,BRACS_300,,
206,BRACS_743,,
207,BRACS_1239,,
208,BRACS_1250,,
209,BRACS_1257,,
210,BRACS_1506,,
211,BRACS_1610,,
212,BRACS_1774,,
213,BRACS_1777,,
214,BRACS_1788,,
215,BRACS_1814,,
216,BRACS_1815,,
217,BRACS_1838,,
218,BRACS_1857,,
219,BRACS_1858,,
220,BRACS_1865,,
221,BRACS_1871,,
222,BRACS_1886,,
223,BRACS_1916,,
224,BRACS_1926,,
225,BRACS_1936,,
226,BRACS_1937,,
227,BRACS_1941,,
228,BRACS_1943,,
229,BRACS_1944,,
230,BRACS_1954,,
231,BRACS_1955,,
232,BRACS_1968,,
233,BRACS_1975,,
234,BRACS_2007,,
235,BRACS_3266,,
236,BRACS_3285,,
237,BRACS_1003693,,
238,BRACS_1271,,
239,BRACS_1379,,
240,BRACS_1486,,
241,BRACS_1494,,
242,BRACS_1499,,
243,BRACS_1503,,
244,BRACS_1616,,
245,BRACS_1622,,
246,BRACS_1794,,
247,BRACS_1795,,
248,BRACS_1797,,
249,BRACS_1808,,
250,BRACS_1825,,
251,BRACS_1844,,
252,BRACS_1849,,
253,BRACS_1856,,
254,BRACS_1860,,
255,BRACS_1861,,
256,BRACS_1863,,
257,BRACS_1876,,
258,BRACS_1877,,
259,BRACS_1885,,
260,BRACS_1899,,
261,BRACS_1912,,
262,BRACS_1913,,
263,BRACS_1915,,
264,BRACS_1922,,
265,BRACS_1925,,
266,BRACS_1932,,
267,BRACS_1934,,
268,BRACS_1938,,
269,BRACS_1953,,
270,BRACS_1969,,
271,BRACS_1982,,
272,BRACS_1983,,
273,BRACS_1987,,
274,BRACS_3318,,
275,BRACS_1003694,,
276,BRACS_735,,
277,BRACS_737,,
278,BRACS_755,,
279,BRACS_762,,
280,BRACS_1238,,
281,BRACS_1247,,
282,BRACS_1283,,
283,BRACS_1366,,
284,BRACS_1367,,
285,BRACS_1473,,
286,BRACS_1476,,
287,BRACS_1489,,
288,BRACS_1490,,
289,BRACS_1491,,
290,BRACS_1492,,
291,BRACS_1496,,
292,BRACS_1497,,
293,BRACS_1512,,
294,BRACS_1514,,
295,BRACS_1515,,
296,BRACS_1588,,
297,BRACS_1597,,
298,BRACS_1602,,
299,BRACS_1607,,
300,BRACS_1653,,
301,BRACS_1771,,
302,BRACS_1811,,
303,BRACS_1816,,
304,BRACS_1835,,
305,BRACS_1840,,
306,BRACS_1862,,
307,BRACS_1867,,
308,BRACS_1874,,
309,BRACS_1878,,
310,BRACS_1883,,
311,BRACS_1888,,
312,BRACS_1897,,
313,BRACS_1903,,
314,BRACS_1919,,
315,BRACS_1921,,
316,BRACS_1923,,
317,BRACS_1929,,
318,BRACS_1930,,
319,BRACS_1931,,
320,BRACS_1935,,
321,BRACS_1945,,
322,BRACS_1947,,
323,BRACS_1950,,
324,BRACS_3302,,
325,BRACS_280,,
326,BRACS_283,,
327,BRACS_288,,
328,BRACS_291,,
329,BRACS_292,,
330,BRACS_295,,
331,BRACS_297,,
332,BRACS_301,,
333,BRACS_305,,
334,BRACS_311,,
335,BRACS_734,,
336,BRACS_739,,
337,BRACS_740,,
338,BRACS_747,,
339,BRACS_748,,
340,BRACS_749,,
341,BRACS_750,,
342,BRACS_752,,
343,BRACS_753,,
344,BRACS_754,,
345,BRACS_756,,
346,BRACS_773,,
347,BRACS_1232,,
348,BRACS_1233,,
349,BRACS_1235,,
350,BRACS_1263,,
351,BRACS_1265,,
352,BRACS_1272,,
353,BRACS_1284,,
354,BRACS_1286,,
355,BRACS_1287,,
356,BRACS_1288,,
357,BRACS_1293,,
358,BRACS_1357,,
359,BRACS_1358,,
360,BRACS_1362,,
361,BRACS_1368,,
362,BRACS_1374,,
363,BRACS_1392,,
364,BRACS_1393,,
365,BRACS_1395,,
366,BRACS_1406,,
367,BRACS_1407,,
368,BRACS_1411,,
369,BRACS_1413,,
370,BRACS_1414,,
371,BRACS_1477,,
372,BRACS_1478,,
373,BRACS_1484,,
374,BRACS_1487,,
375,BRACS_1578,,
376,BRACS_1580,,
377,BRACS_1587,,
378,BRACS_1635,,
379,BRACS_1637,,
380,BRACS_1638,,
381,BRACS_1639,,
382,BRACS_1643,,
383,BRACS_1646,,
384,BRACS_1647,,
385,BRACS_1648,,
386,BRACS_1649,,
387,BRACS_1650,,
388,BRACS_1652,,
389,BRACS_1654,,
390,BRACS_1798,,
391,BRACS_1810,,
392,BRACS_1812,,
393,BRACS_1823,,
394,BRACS_1826,,
395,BRACS_1827,,
396,BRACS_1828,,
397,BRACS_1829,,
398,BRACS_1831,,
399,BRACS_1875,,
400,BRACS_1908,,
401,BRACS_1984,,
402,BRACS_3289,,
403,BRACS_3290,,
404,BRACS_3291,,
405,BRACS_3293,,
406,BRACS_3294,,
407,BRACS_3301,,
408,BRACS_3305,,
409,BRACS_3308,,
410,BRACS_3314,,
411,BRACS_3315,,
412,BRACS_3316,,
413,BRACS_3320,,
414,BRACS_3321,,
415,BRACS_1003667,,
416,BRACS_1003673,,
417,BRACS_1003677,,
418,BRACS_1003678,,
419,BRACS_1003684,,
420,BRACS_1003692,,
421,BRACS_1003703,,
422,BRACS_1003708,,
423,BRACS_1003709,,
424,BRACS_1003721,,
425,BRACS_1003722,,
426,BRACS_1003723,,
427,BRACS_1003727,,
428,BRACS_1003731,,
429,BRACS_1003732,,
