,train,val,test
24,TCGA-BH-A18F-01,TCGA-A2-A0CP-01,TCGA-AC-A2B8-01
25,TCGA-BH-A1FU-01,TCGA-A2-A25C-01,TCGA-GM-A2DA-01
26,TCGA-A2-A0EO-01,TCGA-BH-A2L8-01,TCGA-E2-A1L8-01
27,TCGA-BH-A0EE-01,TCGA-A8-A093-01,TCGA-E2-A1BD-01
28,TCGA-OK-A5Q2-01,TCGA-AR-A1AK-01,TCGA-AN-A03Y-01
29,TCGA-BH-A0W5-01,TCGA-E9-A22H-01,TCGA-AC-A8OS-01
30,TCGA-BH-A0HI-01,TCGA-E2-A15K-01,TCGA-AR-A24N-01
31,TCGA-AR-A24R-01,TCGA-A7-A5ZW-01,TCGA-BH-A18N-01
32,TCGA-S3-A6ZH-01,TCGA-AR-A1AX-01,TCGA-D8-A73W-01
33,TCGA-A2-A1G4-01,TCGA-BH-A0HQ-01,TCGA-E9-A1N3-01
34,TCGA-E9-A5UO-01,TCGA-D8-A1JE-01,TCGA-BH-A0E7-01
35,TCGA-E9-A1R0-01,TCGA-D8-A27V-01,TCGA-A8-A07J-01
36,TCGA-EW-A1PE-01,TCGA-4H-AAAK-01,TCGA-EW-A1P6-01
37,TCGA-A2-A0YC-01,TCGA-E2-A570-01,TCGA-GM-A2DI-01
38,TCGA-A2-A0ES-01,TCGA-D8-A1X6-01,TCGA-C8-A273-01
39,TCGA-BH-A0BT-01,TCGA-A2-A3XU-01,TCGA-A8-A099-01
40,TCGA-EW-A1J2-01,TCGA-D8-A1Y1-01,TCGA-A8-A06P-01
41,TCGA-OL-A66O-01,TCGA-5L-AAT0-01,TCGA-E2-A1B4-01
42,TCGA-AO-A0J9-01,TCGA-A2-A0EW-01,TCGA-D8-A27W-01
43,TCGA-D8-A3Z6-01,TCGA-D8-A1JN-01,TCGA-E2-A15P-01
44,TCGA-D8-A3Z6-01,TCGA-A8-A07W-01,TCGA-E2-A14P-01
45,TCGA-D8-A27I-01,TCGA-OL-A5RZ-01,TCGA-E2-A158-01
46,TCGA-E2-A152-01,TCGA-C8-A1HK-01,TCGA-AN-A0AT-01
47,TCGA-A8-A0A7-01,TCGA-A8-A08G-01,TCGA-B6-A0I2-01
48,TCGA-EW-A6SC-01,TCGA-EW-A1OZ-01,TCGA-A2-A4S1-01
49,TCGA-AO-A12A-01,TCGA-A2-A04W-01,TCGA-D8-A1Y0-01
50,TCGA-AR-A24M-01,TCGA-E2-A14Z-01,TCGA-A7-A6VV-01
51,TCGA-AN-A0AK-01,TCGA-BH-A18Q-01,TCGA-E2-A155-01
52,TCGA-E9-A24A-01,TCGA-LL-A73Y-01,TCGA-C8-A1HM-01
53,TCGA-A2-A0CV-01,TCGA-A2-A0CW-01,TCGA-EW-A2FS-01
54,TCGA-BH-A0B5-01,TCGA-A2-A04R-01,TCGA-BH-A18R-01
55,TCGA-A2-A1FX-01,TCGA-C8-A26X-01,TCGA-E9-A22D-01
56,TCGA-A7-A0CH-01,TCGA-A7-A13D-01,TCGA-D8-A1Y3-01
57,TCGA-E9-A2JT-01,TCGA-AR-A0U3-01,TCGA-OL-A5D7-01
58,TCGA-OL-A5RU-01,TCGA-BH-A0E0-01,TCGA-AR-A0TX-01
59,TCGA-A7-A5ZX-01,TCGA-BH-A18T-01,TCGA-EW-A1OV-01
60,TCGA-E2-A1IG-01,TCGA-C8-A12O-01,TCGA-E2-A14V-01
61,TCGA-A1-A0SE-01,TCGA-A8-A07I-01,TCGA-D8-A1XJ-01
62,TCGA-A2-A0EU-01,TCGA-AR-A0TT-01,TCGA-D8-A1JK-01
63,TCGA-OL-A5D6-01,TCGA-C8-A1HF-01,TCGA-A2-A0D0-01
64,TCGA-E2-A1IK-01,TCGA-A2-A04T-01,TCGA-LL-A5YM-01
65,TCGA-E9-A1QZ-01,TCGA-EW-A1PB-01,TCGA-C8-A135-01
66,TCGA-D8-A27P-01,TCGA-B6-A0RS-01,TCGA-AO-A12D-01
67,TCGA-XX-A89A-01,TCGA-AR-A1AY-01,TCGA-D8-A1XL-01
68,TCGA-B6-A0RV-01,TCGA-A8-A07L-01,TCGA-A1-A0SH-01
69,TCGA-AN-A0XP-01,TCGA-AO-A0J6-01,TCGA-A2-A04P-01
70,TCGA-D8-A1XB-01,TCGA-AR-A256-01,TCGA-A8-A09I-01
71,TCGA-D8-A1X7-01,TCGA-OL-A66I-01,TCGA-AR-A250-01
72,TCGA-BH-A1FG-01,TCGA-EW-A1PA-01,TCGA-C8-A1HJ-01
73,TCGA-AN-A0FF-01,TCGA-D8-A1XW-01,TCGA-E9-A1NC-01
74,TCGA-A8-A096-01,TCGA-A8-A08J-01,TCGA-D8-A1J9-01
75,TCGA-BH-A0DK-01,TCGA-E2-A56Z-01,TCGA-OL-A5RW-01
76,TCGA-A7-A0DB-01,TCGA-BH-A1FE-01,TCGA-A2-A0D4-01
77,TCGA-EW-A1P1-01,TCGA-D8-A1XF-01,TCGA-BH-A0DZ-01
78,TCGA-EW-A2FV-01,TCGA-A2-A25E-01,TCGA-E2-A159-01
79,TCGA-C8-A131-01,TCGA-LL-A7SZ-01,TCGA-D8-A27F-01
80,TCGA-A2-A0CX-01,TCGA-D8-A1JM-01,TCGA-C8-A8HP-01
81,TCGA-AR-A24P-01,TCGA-E2-A1IO-01,TCGA-A8-A07U-01
82,TCGA-BH-A0DO-01,TCGA-C8-A12Z-01,TCGA-GM-A2DD-01
83,TCGA-OK-A5Q2-01,TCGA-AO-A0J2-01,TCGA-BH-A0AZ-01
84,TCGA-OK-A5Q2-01,TCGA-D8-A27H-01,TCGA-S3-AA10-01
85,TCGA-A8-A09V-01,TCGA-C8-A27A-01,TCGA-A7-A13D-01
86,TCGA-BH-A0C1-01,,
87,TCGA-A8-A08Z-01,,
88,TCGA-C8-A274-01,,
89,TCGA-GM-A2DC-01,,
90,TCGA-AR-A2LE-01,,
91,TCGA-AO-A0JI-01,,
92,TCGA-BH-A202-01,,
93,TCGA-D8-A73W-01,,
94,TCGA-EW-A2FW-01,,
95,TCGA-BH-A1FJ-01,,
96,TCGA-A8-A090-01,,
97,TCGA-BH-A0DS-01,,
98,TCGA-AO-A0J5-01,,
99,TCGA-D8-A1Y2-01,,
100,TCGA-AR-A0TR-01,,
101,TCGA-E2-A1LG-01,,
102,TCGA-EW-A1J1-01,,
103,TCGA-OL-A66N-01,,
104,TCGA-A7-A0DB-01,,
105,TCGA-XX-A899-01,,
106,TCGA-E2-A14O-01,,
107,TCGA-D8-A1JE-01,,
108,TCGA-AN-A0FS-01,,
109,TCGA-B6-A0I5-01,,
110,TCGA-S3-AA11-01,,
111,TCGA-E2-A1IU-01,,
112,TCGA-AC-A4ZE-01,,
113,TCGA-A1-A0SN-01,,
114,TCGA-B6-A0RO-01,,
115,TCGA-S3-A6ZG-01,,
116,TCGA-AQ-A7U7-01,,
117,TCGA-AR-A2LK-01,,
118,TCGA-B6-A0X0-01,,
119,TCGA-AO-A128-01,,
120,TCGA-OL-A66K-01,,
121,TCGA-EW-A1IZ-01,,
122,TCGA-A2-A3KD-01,,
123,TCGA-EW-A1J3-01,,
124,TCGA-A2-A0SU-01,,
125,TCGA-E2-A15D-01,,
126,TCGA-BH-A0BJ-01,,
127,TCGA-D8-A1XG-01,,
128,TCGA-E9-A1RI-01,,
129,TCGA-AC-A23E-01,,
130,TCGA-E2-A15T-01,,
131,TCGA-EW-A1IX-01,,
132,TCGA-E2-A156-01,,
133,TCGA-D8-A1XC-01,,
134,TCGA-D8-A3Z6-01,,
135,TCGA-BH-A18I-01,,
136,TCGA-AR-A5QM-01,,
137,TCGA-GM-A2DL-01,,
138,TCGA-A2-A04Y-01,,
139,TCGA-A1-A0SP-01,,
140,TCGA-A2-A0YF-01,,
141,TCGA-E2-A14Y-01,,
142,TCGA-C8-A1HO-01,,
143,TCGA-D8-A27V-01,,
144,TCGA-A8-A083-01,,
145,TCGA-BH-A0W7-01,,
146,TCGA-E2-A1IJ-01,,
147,TCGA-AR-A2LO-01,,
148,TCGA-AR-A2LN-01,,
149,TCGA-BH-A0DL-01,,
150,TCGA-PE-A5DD-01,,
151,TCGA-Z7-A8R6-01,,
152,TCGA-A7-A5ZX-01,,
153,TCGA-AO-A12H-01,,
154,TCGA-B6-A0IA-01,,
155,TCGA-BH-A0H9-01,,
156,TCGA-D8-A1JS-01,,
157,TCGA-B6-A0RN-01,,
158,TCGA-AR-A1AJ-01,,
159,TCGA-D8-A27T-01,,
160,TCGA-BH-A0GZ-01,,
161,TCGA-BH-A1FL-01,,
162,TCGA-GM-A2D9-01,,
163,TCGA-B6-A0IN-01,,
164,TCGA-B6-A0RM-01,,
165,TCGA-E9-A1R5-01,,
166,TCGA-E2-A15J-01,,
167,TCGA-E2-A15G-01,,
168,TCGA-B6-A1KC-01,,
169,TCGA-B6-A0WS-01,,
170,TCGA-B6-A1KI-01,,
171,TCGA-A1-A0SI-01,,
172,TCGA-A7-A0D9-01,,
173,TCGA-D8-A73X-01,,
174,TCGA-A7-A0CD-01,,
175,TCGA-A7-A0CD-01,,
176,TCGA-A8-A09T-01,,
177,TCGA-BH-A0DG-01,,
178,TCGA-BH-A0DP-01,,
179,TCGA-BH-A0BO-01,,
180,TCGA-EW-A1P3-01,,
181,TCGA-OL-A5RV-01,,
182,TCGA-BH-A0HK-01,,
183,TCGA-A2-A1G0-01,,
184,TCGA-D8-A140-01,,
185,TCGA-D8-A27T-01,,
186,TCGA-B6-A2IU-01,,
187,TCGA-BH-A0H6-01,,
188,TCGA-A7-A0CH-01,,
189,TCGA-A2-A0T4-01,,
190,TCGA-A8-A0AD-01,,
191,TCGA-C8-A1HE-01,,
192,TCGA-C8-A12N-01,,
193,TCGA-A2-A04Q-01,,
194,TCGA-LD-A7W6-01,,
195,TCGA-AR-A24O-01,,
196,TCGA-C8-A1HL-01,,
197,TCGA-A2-A0EX-01,,
198,TCGA-A2-A25A-01,,
199,TCGA-A2-A0CQ-01,,
200,TCGA-E9-A1NH-01,,
201,TCGA-A2-A4S2-01,,
202,TCGA-OL-A66L-01,,
203,TCGA-D8-A1JU-01,,
204,TCGA-BH-A0BQ-01,,
205,TCGA-A2-A0EM-01,,
206,TCGA-A8-A09G-01,,
207,TCGA-BH-A201-01,,
208,TCGA-D8-A1Y1-01,,
209,TCGA-D8-A1X6-01,,
210,TCGA-BH-A0W3-01,,
211,TCGA-AO-A1KP-01,,
212,TCGA-B6-A0RT-01,,
213,TCGA-A8-A06Y-01,,
214,TCGA-E9-A1RA-01,,
215,TCGA-B6-A0X5-01,,
216,TCGA-BH-A0E1-01,,
217,TCGA-LL-A6FP-01,,
218,TCGA-E9-A1RD-01,,
219,TCGA-EW-A1IW-01,,
220,TCGA-C8-A12X-01,,
221,TCGA-A2-A04V-01,,
222,TCGA-GM-A3NW-01,,
223,TCGA-A7-A26J-01,,
224,TCGA-A2-A04X-01,,
225,TCGA-D8-A1XR-01,,
226,TCGA-AC-A23H-01,,
227,TCGA-E9-A245-01,,
228,TCGA-D8-A1X8-01,,
229,TCGA-E9-A227-01,,
230,TCGA-LL-A50Y-01,,
231,TCGA-S3-AA14-01,,
232,TCGA-BH-A0AY-01,,
233,TCGA-AO-A0J7-01,,
234,TCGA-AN-A0XS-01,,
235,TCGA-B6-A0WZ-01,,
236,TCGA-A1-A0SQ-01,,
237,TCGA-AO-A0J8-01,,
238,TCGA-A2-A0T6-01,,
239,TCGA-BH-A0W4-01,,
240,TCGA-AC-A2FB-01,,
241,TCGA-AC-A62Y-01,,
242,TCGA-B6-A0IK-01,,
243,TCGA-A2-A04N-01,,
244,TCGA-E2-A154-01,,
245,TCGA-A8-A076-01,,
246,TCGA-BH-A0EI-01,,
247,TCGA-B6-A0IH-01,,
248,TCGA-S3-AA12-01,,
249,TCGA-A7-A13F-01,,
250,TCGA-A2-A0YH-01,,
251,TCGA-A7-A13F-01,,
252,TCGA-A1-A0SB-01,,
253,TCGA-E2-A14Q-01,,
254,TCGA-A7-A26E-01,,
255,TCGA-AC-A2FG-01,,
256,TCGA-OL-A5RX-01,,
257,TCGA-B6-A0RP-01,,
258,TCGA-EW-A1J5-01,,
259,TCGA-GM-A2DO-01,,
260,TCGA-E2-A15I-01,,
261,TCGA-HN-A2OB-01,,
262,TCGA-D8-A1J8-01,,
263,TCGA-LL-A9Q3-01,,
264,TCGA-BH-A18G-01,,
265,TCGA-D8-A4Z1-01,,
266,TCGA-A2-A1FZ-01,,
267,TCGA-E9-A6HE-01,,
268,TCGA-BH-A0HO-01,,
269,TCGA-OL-A5RY-01,,
270,TCGA-D8-A27K-01,,
271,TCGA-D8-A1XV-01,,
272,TCGA-A2-A0ET-01,,
273,TCGA-BH-A0H0-01,,
274,TCGA-AC-A7VC-01,,
275,TCGA-AO-A03R-01,,
276,TCGA-S3-AA12-01,,
277,TCGA-E2-A15L-01,,
278,TCGA-EW-A1P7-01,,
279,TCGA-AR-A5QP-01,,
280,TCGA-LD-A66U-01,,
281,TCGA-E9-A1R6-01,,
282,TCGA-E9-A248-01,,
283,TCGA-B6-A0RL-01,,
284,TCGA-D8-A27L-01,,
285,TCGA-EW-A1IY-01,,
286,TCGA-WT-AB44-01,,
287,TCGA-E2-A1L9-01,,
288,TCGA-E9-A1N4-01,,
289,TCGA-A7-A0CG-01,,
290,TCGA-D8-A1XA-01,,
291,TCGA-A7-A13G-01,,
292,TCGA-BH-A0H3-01,,
293,TCGA-D8-A1XR-01,,
294,TCGA-B6-A0WV-01,,
295,TCGA-A8-A0A9-01,,
296,TCGA-BH-A1EX-01,,
297,TCGA-BH-A1ET-01,,
298,TCGA-A8-A095-01,,
299,TCGA-BH-A28Q-01,,
300,TCGA-A8-A09B-01,,
301,TCGA-GM-A2DK-01,,
302,TCGA-LD-A74U-01,,
303,TCGA-E9-A1NE-01,,
304,TCGA-B6-A0IE-01,,
305,TCGA-BH-A18S-01,,
306,TCGA-AR-A2LQ-01,,
307,TCGA-E9-A1R3-01,,
308,TCGA-OL-A5DA-01,,
309,TCGA-AR-A252-01,,
310,TCGA-EW-A1P5-01,,
311,TCGA-GM-A2DN-01,,
312,TCGA-A8-A07F-01,,
313,TCGA-E9-A1NG-01,,
314,TCGA-E2-A14X-01,,
315,TCGA-AR-A1AO-01,,
316,TCGA-A8-A082-01,,
317,TCGA-E9-A1RC-01,,
318,TCGA-BH-A0B0-01,,
319,TCGA-E2-A1IF-01,,
320,TCGA-OL-A5D8-01,,
321,TCGA-E2-A1B5-01,,
322,TCGA-OL-A66H-01,,
323,TCGA-GM-A2DM-01,,
324,TCGA-BH-A0DT-01,,
325,TCGA-BH-A0E9-01,,
326,TCGA-E2-A1B1-01,,
327,TCGA-AC-A6IV-01,,
328,TCGA-AC-A8OR-01,,
329,TCGA-W8-A86G-01,,
330,TCGA-AR-A1AP-01,,
331,TCGA-OL-A66J-01,,
332,TCGA-D8-A73U-01,,
333,TCGA-E9-A3X8-01,,
334,TCGA-BH-A0BS-01,,
335,TCGA-D8-A141-01,,
336,TCGA-AR-A24X-01,,
337,TCGA-B6-A0X4-01,,
338,TCGA-AO-A0JG-01,,
339,TCGA-D8-A1JH-01,,
340,TCGA-B6-A0IM-01,,
341,TCGA-EW-A1OX-01,,
342,TCGA-AR-A24W-01,,
343,TCGA-A2-A0EN-01,,
344,TCGA-D8-A1XO-01,,
345,TCGA-A7-A0CG-01,,
346,TCGA-C8-A12Y-01,,
347,TCGA-AN-A041-01,,
348,TCGA-AN-A0FK-01,,
349,TCGA-BH-A0HW-01,,
350,TCGA-BH-A0BC-01,,
351,TCGA-A8-A0A2-01,,
352,TCGA-A2-A0T5-01,,
353,TCGA-A8-A0A1-01,,
354,TCGA-AR-A5QQ-01,,
355,TCGA-A2-A259-01,,
356,TCGA-A8-A092-01,,
357,TCGA-D8-A141-01,,
358,TCGA-AC-A2FF-01,,
359,TCGA-A2-A0D3-01,,
360,TCGA-D8-A145-01,,
361,TCGA-A2-A0CR-01,,
362,TCGA-E2-A15H-01,,
363,TCGA-AR-A254-01,,
364,TCGA-D8-A1J8-01,,
365,TCGA-D8-A27E-01,,
366,TCGA-A7-A13G-01,,
367,TCGA-A2-A0ER-01,,
368,TCGA-A2-A0YI-01,,
369,TCGA-A2-A1G1-01,,
370,TCGA-BH-A0C3-01,,
371,TCGA-AN-A0AS-01,,
372,TCGA-BH-A0DE-01,,
373,TCGA-A8-A09Z-01,,
374,TCGA-D8-A1XV-01,,
375,TCGA-PE-A5DE-01,,
376,TCGA-AC-A6NO-01,,
377,TCGA-A2-A0YK-01,,
378,TCGA-D8-A73U-01,,
379,TCGA-EW-A6S9-01,,
380,TCGA-BH-A0DV-01,,
381,TCGA-AN-A0FL-01,,
382,TCGA-B6-A0RH-01,,
383,TCGA-BH-A1FC-01,,
384,TCGA-BH-A18J-01,,
385,TCGA-A7-A0CJ-01,,
386,TCGA-D8-A27N-01,,
387,TCGA-AN-A0FY-01,,
388,TCGA-A7-A4SE-01,,
389,TCGA-BH-A0C7-01,,
390,TCGA-AO-A03T-01,,
391,TCGA-BH-A208-01,,
392,TCGA-WT-AB41-01,,
393,TCGA-D8-A1X5-01,,
394,TCGA-A7-A56D-01,,
395,TCGA-E2-A1LB-01,,
396,TCGA-D8-A1JJ-01,,
397,TCGA-D8-A1JJ-01,,
398,TCGA-OL-A66P-01,,
399,TCGA-E9-A228-01,,
400,TCGA-AN-A0FT-01,,
401,TCGA-A7-A0CJ-01,,
402,TCGA-D8-A27N-01,,
403,TCGA-B6-A0WT-01,,
404,TCGA-AR-A0TY-01,,
405,TCGA-BH-A0HU-01,,
406,TCGA-D8-A1JB-01,,
407,TCGA-BH-A5J0-01,,
408,TCGA-E2-A1IH-01,,
409,TCGA-BH-A0BF-01,,
410,TCGA-A7-A6VY-01,,
411,TCGA-BH-A1F8-01,,
412,TCGA-D8-A147-01,,
413,TCGA-AN-A0XU-01,,
414,TCGA-A1-A0SJ-01,,
415,TCGA-B6-A0WX-01,,
416,TCGA-E9-A244-01,,
417,TCGA-A1-A0SK-01,,
418,TCGA-D8-A1JA-01,,
419,TCGA-E9-A1N9-01,,
420,TCGA-AR-A0TP-01,,
421,TCGA-AO-A124-01,,
422,TCGA-AC-A8OP-01,,
423,TCGA-E9-A1NI-01,,
424,TCGA-E9-A1RF-01,,
425,TCGA-A1-A0SD-01,,
426,TCGA-BH-A0AW-01,,
427,TCGA-AR-A0TZ-01,,
428,TCGA-A2-A0EY-01,,
429,TCGA-E9-A243-01,,
430,TCGA-D8-A1JF-01,,
431,TCGA-LL-A7T0-01,,
432,TCGA-C8-A12M-01,,
433,TCGA-E9-A226-01,,
434,TCGA-E2-A14T-01,,
435,TCGA-E9-A5FL-01,,
436,TCGA-E2-A576-01,,
437,TCGA-C8-A134-01,,
438,TCGA-S3-A6ZF-01,,
439,TCGA-A2-A0YG-01,,
440,TCGA-A8-A07O-01,,
441,TCGA-S3-AA0Z-01,,
442,TCGA-AR-A24L-01,,
443,TCGA-C8-A26Z-01,,
444,TCGA-LL-A8F5-01,,
445,TCGA-A2-A0CM-01,,
446,TCGA-D8-A1X5-01,,
447,TCGA-BH-A0BP-01,,
448,TCGA-B6-A0WY-01,,
449,TCGA-A8-A08X-01,,
450,TCGA-A8-A06R-01,,
451,TCGA-AC-A2FO-01,,
452,TCGA-C8-A26W-01,,
453,TCGA-E9-A229-01,,
454,TCGA-A2-A1FV-01,,
455,TCGA-GM-A2DF-01,,
456,TCGA-A8-A08B-01,,
457,TCGA-E2-A1LH-01,,
458,TCGA-A8-A097-01,,
459,TCGA-AC-A8OQ-01,,
460,TCGA-AC-A23C-01,,
461,TCGA-AN-A0FW-01,,
462,TCGA-E9-A1ND-01,,
463,TCGA-AN-A0AR-01,,
464,TCGA-AR-A255-01,,
465,TCGA-C8-A27B-01,,
466,TCGA-LL-A6FR-01,,
467,TCGA-D8-A27R-01,,
468,TCGA-BH-A0HB-01,,
469,TCGA-C8-A1HG-01,,
470,TCGA-HN-A2NL-01,,
471,TCGA-LL-A5YL-01,,
472,TCGA-AN-A0XO-01,,
473,TCGA-AC-A5EH-01,,
474,TCGA-D8-A1Y0-01,,
475,TCGA-E2-A1LA-01,,
476,TCGA-D8-A1J9-01,,
477,TCGA-C8-A8HR-01,,
478,TCGA-LL-A5YN-01,,
479,TCGA-AR-A0U0-01,,
480,TCGA-B6-A0WW-01,,
481,TCGA-AC-A3OD-01,,
482,TCGA-AO-A03V-01,,
483,TCGA-AR-A1AH-01,,
484,TCGA-BH-A1EW-01,,
485,TCGA-BH-A0DQ-01,,
486,TCGA-E2-A1B0-01,,
487,TCGA-AO-A0J4-01,,
488,TCGA-BH-A5IZ-01,,
489,TCGA-E9-A1NF-01,,
490,TCGA-AR-A24Z-01,,
491,TCGA-E9-A22B-01,,
492,TCGA-C8-A12Q-01,,
493,TCGA-LD-A7W5-01,,
494,TCGA-A8-A07B-01,,
495,TCGA-AO-A1KR-01,,
496,TCGA-E9-A1N8-01,,
497,TCGA-A7-A0CE-01,,
498,TCGA-A7-A26I-01,,
499,TCGA-E9-A1R4-01,,
500,TCGA-E2-A15S-01,,
501,TCGA-AO-A03L-01,,
502,TCGA-A8-A09Q-01,,
503,TCGA-A7-A5ZV-01,,
504,TCGA-A2-A04U-01,,
505,TCGA-D8-A143-01,,
506,TCGA-E2-A1LK-01,,
507,TCGA-E9-A1RE-01,,
508,TCGA-AR-A24U-01,,
509,TCGA-AO-A03O-01,,
510,TCGA-D8-A13Y-01,,
511,TCGA-E9-A54Y-01,,
512,TCGA-E2-A1LL-01,,
513,TCGA-D8-A13Y-01,,
514,TCGA-A2-A3Y0-01,,
515,TCGA-A2-A0SX-01,,
516,TCGA-B6-A0IB-01,,
517,TCGA-A2-A0YT-01,,
518,TCGA-AN-A0FX-01,,
519,TCGA-B6-A0X1-01,,
520,TCGA-BH-A0B3-01,,
521,TCGA-AO-A0JD-01,,
522,TCGA-E2-A15E-06,,
523,TCGA-D8-A27R-01,,
524,TCGA-A2-A0T2-01,,
525,TCGA-A2-A0EQ-01,,
526,TCGA-AO-A1KT-01,,
527,TCGA-BH-A1F0-01,,
528,TCGA-E9-A1R7-01,,
529,TCGA-Z7-A8R5-01,,
530,TCGA-A8-A06Z-01,,
531,TCGA-B6-A1KN-01,,
532,TCGA-BH-A0H7-01,,
533,TCGA-BH-A18U-01,,
534,TCGA-A8-A06Q-01,,
535,TCGA-A2-A0T3-01,,
536,TCGA-AR-A24S-01,,
537,TCGA-A8-A081-01,,
538,TCGA-AR-A1AQ-01,,
539,TCGA-A7-A0CE-01,,
540,TCGA-D8-A27M-01,,
541,TCGA-A2-A0SV-01,,
542,TCGA-AO-A1KS-01,,
543,TCGA-D8-A1XK-01,,
544,TCGA-C8-A12U-01,,
545,TCGA-AR-A1AI-01,,
546,TCGA-D8-A1JL-01,,
547,TCGA-C8-A12P-01,,
548,TCGA-BH-A18L-01,,
549,TCGA-BH-A1F6-01,,
550,TCGA-BH-A203-01,,
551,TCGA-E9-A1NA-01,,
552,TCGA-A8-A09A-01,,
553,TCGA-AN-A0AM-01,,
554,TCGA-GI-A2C8-01,,
555,TCGA-D8-A1XY-01,,
556,TCGA-AR-A1AN-01,,
557,TCGA-BH-A0HX-01,,
558,TCGA-AO-A0JB-01,,
559,TCGA-C8-A26Y-01,,
560,TCGA-BH-A0BA-01,,
561,TCGA-EW-A1OY-01,,
562,TCGA-AN-A0FJ-01,,
563,TCGA-A7-A26G-01,,
564,TCGA-EW-A6SB-01,,
565,TCGA-A2-A0YM-01,,
566,TCGA-AC-A2QH-01,,
567,TCGA-E9-A247-01,,
568,TCGA-A8-A06O-01,,
569,TCGA-AR-A24H-01,,
570,TCGA-A8-A06X-01,,
571,TCGA-BH-A0GY-01,,
572,TCGA-E2-A1L7-01,,
573,TCGA-A2-A0YJ-01,,
574,TCGA-BH-A0WA-01,,
575,TCGA-E9-A1R2-01,,
576,TCGA-AQ-A04H-01,,
577,TCGA-AO-A0JA-01,,
578,TCGA-A2-A0YE-01,,
579,TCGA-D8-A1XW-01,,
580,TCGA-C8-A132-01,,
581,TCGA-BH-A0BL-01,,
582,TCGA-A2-A0SW-01,,
583,TCGA-AC-A5XU-01,,
584,TCGA-E2-A574-01,,
585,TCGA-BH-A0DX-01,,
586,TCGA-C8-A137-01,,
587,TCGA-D8-A1JC-01,,
588,TCGA-B6-A0RE-01,,
589,TCGA-D8-A1JC-01,,
590,TCGA-A2-A0T1-01,,
591,TCGA-BH-A1EY-01,,
592,TCGA-BH-A204-01,,
593,TCGA-BH-A0B7-01,,
594,TCGA-A8-A0A4-01,,
595,TCGA-BH-A0DI-01,,
596,TCGA-AR-A24Q-01,,
597,TCGA-B6-A0IJ-01,,
598,TCGA-AO-A03P-01,,
599,TCGA-A2-A0CT-01,,
600,TCGA-A7-A0DA-01,,
601,TCGA-AO-A0JM-01,,
602,TCGA-BH-A0BZ-01,,
603,TCGA-E9-A2JS-01,,
604,TCGA-E2-A150-01,,
605,TCGA-AR-A24K-01,,
606,TCGA-AC-A7VB-01,,
607,TCGA-3C-AALI-01,,
608,TCGA-BH-A0BW-01,,
609,TCGA-D8-A1XT-01,,
610,TCGA-C8-A8HQ-01,,
611,TCGA-GM-A2DB-01,,
612,TCGA-B6-A0RU-01,,
613,TCGA-E2-A14N-01,,
614,TCGA-A8-A09C-01,,
615,TCGA-BH-A0AV-01,,
616,TCGA-BH-A18H-01,,
617,TCGA-A7-A13E-01,,
618,TCGA-A7-A6VW-01,,
619,TCGA-AN-A0AJ-01,,
620,TCGA-AQ-A04J-01,,
