,train,val,test
68,TCGA-B6-A0RV-01,TCGA-LL-A7SZ-01,TCGA-AR-A24U-01
69,TCGA-AN-A0XP-01,TCGA-A8-A07P-01,TCGA-BH-A0GY-01
70,TCGA-D8-A1XB-01,TCGA-A2-A0YG-01,TCGA-A2-A0YJ-01
71,TCGA-D8-A1X7-01,TCGA-A7-A13D-01,TCGA-AR-A0TY-01
72,TCGA-BH-A1FG-01,TCGA-LL-A6FR-01,TCGA-E9-A54Y-01
73,TCGA-EW-A1P6-01,TCGA-A8-A09D-01,TCGA-A7-A6VV-01
74,TCGA-BH-A0DK-01,TCGA-AO-A1KR-01,TCGA-AO-A12D-01
75,TCGA-A7-A0DB-01,TCGA-E9-A247-01,TCGA-BH-A1FN-01
76,TCGA-EW-A1P1-01,TCGA-A8-A08X-01,TCGA-3C-AALJ-01
77,TCGA-EW-A2FV-01,TCGA-D8-A1JL-01,TCGA-D8-A1J9-01
78,TCGA-C8-A131-01,TCGA-A7-A4SE-01,TCGA-A8-A09W-01
79,TCGA-A2-A0CX-01,TCGA-A2-A0D4-01,TCGA-HN-A2NL-01
80,TCGA-AR-A24P-01,TCGA-BH-A0AZ-01,TCGA-D8-A1JM-01
81,TCGA-BH-A0DO-01,TCGA-D8-A1XL-01,TCGA-BH-A203-01
82,TCGA-OK-A5Q2-01,TCGA-A2-A0T0-01,TCGA-3C-AALI-01
83,TCGA-A8-A09V-01,TCGA-A2-A25D-01,TCGA-D8-A27M-01
84,TCGA-BH-A0C1-01,TCGA-C8-A12Q-01,TCGA-E2-A574-01
85,TCGA-A8-A08Z-01,TCGA-OL-A66P-01,TCGA-B6-A0X1-01
86,TCGA-C8-A274-01,,
87,TCGA-GM-A2DC-01,,
88,TCGA-AR-A2LE-01,,
89,TCGA-AO-A0JI-01,,
90,TCGA-D8-A73W-01,,
91,TCGA-D8-A73W-01,,
92,TCGA-EW-A2FW-01,,
93,TCGA-BH-A1FJ-01,,
94,TCGA-A8-A090-01,,
95,TCGA-A2-A0CP-01,,
96,TCGA-E9-A295-01,,
97,TCGA-BH-A0DS-01,,
98,TCGA-AO-A0J5-01,,
99,TCGA-D8-A1Y2-01,,
100,TCGA-AR-A0TR-01,,
101,TCGA-E2-A1B4-01,,
102,TCGA-A2-A0SY-01,,
103,TCGA-E2-A1L8-01,,
104,TCGA-E2-A1LG-01,,
105,TCGA-EW-A1J1-01,,
106,TCGA-OL-A66N-01,,
107,TCGA-A7-A0DB-01,,
108,TCGA-AR-A1AX-01,,
109,TCGA-E2-A14O-01,,
110,TCGA-D8-A1JE-01,,
111,TCGA-AN-A0FS-01,,
112,TCGA-S3-AA11-01,,
113,TCGA-E2-A1IU-01,,
114,TCGA-AC-A4ZE-01,,
115,TCGA-A1-A0SN-01,,
116,TCGA-B6-A0RO-01,,
117,TCGA-S3-A6ZG-01,,
118,TCGA-AQ-A7U7-01,,
119,TCGA-AR-A2LK-01,,
120,TCGA-AO-A128-01,,
121,TCGA-D8-A73X-01,,
122,TCGA-A8-A0AB-01,,
123,TCGA-OL-A66K-01,,
124,TCGA-BH-A0EA-01,,
125,TCGA-E9-A22H-01,,
126,TCGA-E2-A153-01,,
127,TCGA-EW-A1IZ-01,,
128,TCGA-A2-A3KD-01,,
129,TCGA-EW-A1J3-01,,
130,TCGA-D8-A27W-01,,
131,TCGA-A2-A0SU-01,,
132,TCGA-E2-A15D-01,,
133,TCGA-AC-A8OS-01,,
134,TCGA-BH-A0BJ-01,,
135,TCGA-D8-A1XG-01,,
136,TCGA-E9-A1RI-01,,
137,TCGA-E2-A15T-01,,
138,TCGA-EW-A1IX-01,,
139,TCGA-E2-A156-01,,
140,TCGA-D8-A1XC-01,,
141,TCGA-BH-A18I-01,,
142,TCGA-AR-A5QM-01,,
143,TCGA-GM-A2DL-01,,
144,TCGA-A2-A04Y-01,,
145,TCGA-AN-A03Y-01,,
146,TCGA-A1-A0SP-01,,
147,TCGA-A2-A3XU-01,,
148,TCGA-A2-A0YF-01,,
149,TCGA-E2-A14Y-01,,
150,TCGA-D8-A27V-01,,
151,TCGA-A8-A083-01,,
152,TCGA-BH-A0W7-01,,
153,TCGA-E2-A1IJ-01,,
154,TCGA-AR-A2LO-01,,
155,TCGA-AR-A2LN-01,,
156,TCGA-BH-A0DL-01,,
157,TCGA-A2-A0YL-01,,
158,TCGA-D8-A27V-01,,
159,TCGA-B6-A0IC-01,,
160,TCGA-A7-A5ZX-01,,
161,TCGA-AO-A12H-01,,
162,TCGA-BH-A0BD-01,,
163,TCGA-D8-A27W-01,,
164,TCGA-B6-A0IA-01,,
165,TCGA-BH-A0H9-01,,
166,TCGA-E2-A1BD-01,,
167,TCGA-B6-A0RN-01,,
168,TCGA-AR-A1AJ-01,,
169,TCGA-AR-A1AL-01,,
170,TCGA-D8-A27T-01,,
171,TCGA-BH-A0GZ-01,,
172,TCGA-BH-A1FL-01,,
173,TCGA-B6-A0IN-01,,
174,TCGA-B6-A0RM-01,,
175,TCGA-E2-A15J-01,,
176,TCGA-E2-A15G-01,,
177,TCGA-D8-A1JE-01,,
178,TCGA-B6-A1KC-01,,
179,TCGA-B6-A0WS-01,,
180,TCGA-A7-A0D9-01,,
181,TCGA-A1-A0SI-01,,
182,TCGA-A7-A0D9-01,,
183,TCGA-A7-A0CD-01,,
184,TCGA-A8-A09T-01,,
185,TCGA-BH-A0DP-01,,
186,TCGA-E2-A15K-01,,
187,TCGA-EW-A1P3-01,,
188,TCGA-BH-A0HK-01,,
189,TCGA-A2-A1G0-01,,
190,TCGA-D8-A140-01,,
191,TCGA-E2-A1L6-01,,
192,TCGA-B6-A2IU-01,,
193,TCGA-A7-A0CH-01,,
194,TCGA-A2-A0T4-01,,
195,TCGA-A8-A0AD-01,,
196,TCGA-C8-A1HE-01,,
197,TCGA-A2-A04Q-01,,
198,TCGA-LD-A7W6-01,,
199,TCGA-AR-A24O-01,,
200,TCGA-C8-A1HL-01,,
201,TCGA-A2-A0EX-01,,
202,TCGA-A2-A25A-01,,
203,TCGA-A2-A0CQ-01,,
204,TCGA-E9-A1NH-01,,
205,TCGA-A2-A4S2-01,,
206,TCGA-OL-A66L-01,,
207,TCGA-D8-A1JU-01,,
208,TCGA-BH-A201-01,,
209,TCGA-D8-A1Y1-01,,
210,TCGA-D8-A1X6-01,,
211,TCGA-BH-A0W3-01,,
212,TCGA-AO-A1KP-01,,
213,TCGA-A8-A06Y-01,,
214,TCGA-E9-A1RA-01,,
215,TCGA-B6-A0X5-01,,
216,TCGA-A7-A5ZW-01,,
217,TCGA-BH-A0E1-01,,
218,TCGA-LL-A6FP-01,,
219,TCGA-E9-A1RD-01,,
220,TCGA-EW-A1IW-01,,
221,TCGA-A2-A04V-01,,
222,TCGA-GM-A3NW-01,,
223,TCGA-AC-A2B8-01,,
224,TCGA-A7-A26J-01,,
225,TCGA-A2-A04X-01,,
226,TCGA-D8-A1XR-01,,
227,TCGA-AC-A23H-01,,
228,TCGA-E9-A245-01,,
229,TCGA-D8-A1X8-01,,
230,TCGA-E9-A227-01,,
231,TCGA-BH-A0BV-01,,
232,TCGA-A2-A0EW-01,,
233,TCGA-LL-A50Y-01,,
234,TCGA-S3-AA14-01,,
235,TCGA-BH-A0AY-01,,
236,TCGA-AO-A0J7-01,,
237,TCGA-B6-A0WZ-01,,
238,TCGA-A1-A0SQ-01,,
239,TCGA-E9-A1N3-01,,
240,TCGA-A2-A0T6-01,,
241,TCGA-BH-A0W4-01,,
242,TCGA-AR-A5QN-01,,
243,TCGA-AC-A2FB-01,,
244,TCGA-A8-A093-01,,
245,TCGA-A2-A04N-01,,
246,TCGA-E2-A154-01,,
247,TCGA-BH-A0EI-01,,
248,TCGA-B6-A0IH-01,,
249,TCGA-S3-AA12-01,,
250,TCGA-A7-A13F-01,,
251,TCGA-A2-A0YH-01,,
252,TCGA-A7-A13F-01,,
253,TCGA-A1-A0SB-01,,
254,TCGA-E2-A14Q-01,,
255,TCGA-A7-A26E-01,,
256,TCGA-AC-A2FG-01,,
257,TCGA-OL-A5RX-01,,
258,TCGA-BH-A1EO-01,,
259,TCGA-B6-A0RP-01,,
260,TCGA-EW-A1J5-01,,
261,TCGA-GM-A2DO-01,,
262,TCGA-E2-A15I-01,,
263,TCGA-HN-A2OB-01,,
264,TCGA-4H-AAAK-01,,
265,TCGA-D8-A1J8-01,,
266,TCGA-LL-A9Q3-01,,
267,TCGA-OL-A97C-01,,
268,TCGA-BH-A18G-01,,
269,TCGA-D8-A4Z1-01,,
270,TCGA-A2-A1FZ-01,,
271,TCGA-E9-A6HE-01,,
272,TCGA-BH-A0HO-01,,
273,TCGA-OL-A5RY-01,,
274,TCGA-A2-A0ET-01,,
275,TCGA-BH-A0H0-01,,
276,TCGA-AC-A7VC-01,,
277,TCGA-AO-A03R-01,,
278,TCGA-S3-AA12-01,,
279,TCGA-A8-A07J-01,,
280,TCGA-EW-A1P7-01,,
281,TCGA-D8-A1Y1-01,,
282,TCGA-AR-A5QP-01,,
283,TCGA-E2-A10A-01,,
284,TCGA-E9-A248-01,,
285,TCGA-BH-A42V-01,,
286,TCGA-B6-A0RL-01,,
287,TCGA-D8-A27L-01,,
288,TCGA-WT-AB44-01,,
289,TCGA-E2-A1L9-01,,
290,TCGA-E9-A1N4-01,,
291,TCGA-A7-A0CG-01,,
292,TCGA-D8-A27G-01,,
293,TCGA-C8-A12T-01,,
294,TCGA-D8-A1XA-01,,
295,TCGA-A7-A13G-01,,
296,TCGA-BH-A0H3-01,,
297,TCGA-D8-A1XR-01,,
298,TCGA-A8-A0A9-01,,
299,TCGA-BH-A1ET-01,,
300,TCGA-A8-A095-01,,
301,TCGA-5T-A9QA-01,,
302,TCGA-A2-A0CU-01,,
303,TCGA-A8-A09B-01,,
304,TCGA-LD-A74U-01,,
305,TCGA-AR-A24V-01,,
306,TCGA-B6-A0IE-01,,
307,TCGA-BH-A18S-01,,
308,TCGA-AR-A2LQ-01,,
309,TCGA-E9-A1R3-01,,
310,TCGA-OL-A5DA-01,,
311,TCGA-AR-A252-01,,
312,TCGA-EW-A1P5-01,,
313,TCGA-GM-A2DN-01,,
314,TCGA-E9-A1NG-01,,
315,TCGA-E2-A14X-01,,
316,TCGA-AR-A1AO-01,,
317,TCGA-A8-A082-01,,
318,TCGA-E9-A1RC-01,,
319,TCGA-BH-A18N-01,,
320,TCGA-BH-A0B0-01,,
321,TCGA-GM-A2DI-01,,
322,TCGA-E2-A1IF-01,,
323,TCGA-OL-A5D8-01,,
324,TCGA-OL-A66H-01,,
325,TCGA-GM-A2DM-01,,
326,TCGA-BH-A0DT-01,,
327,TCGA-BH-A0E9-01,,
328,TCGA-E2-A1B1-01,,
329,TCGA-AC-A6IV-01,,
330,TCGA-AC-A8OR-01,,
331,TCGA-W8-A86G-01,,
332,TCGA-AR-A1AP-01,,
333,TCGA-E9-A3X8-01,,
334,TCGA-D8-A1JN-01,,
335,TCGA-BH-A0BS-01,,
336,TCGA-D8-A141-01,,
337,TCGA-AR-A24X-01,,
338,TCGA-B6-A0X4-01,,
339,TCGA-AO-A0JG-01,,
340,TCGA-D8-A1JH-01,,
341,TCGA-B6-A0IM-01,,
342,TCGA-EW-A1OX-01,,
343,TCGA-AR-A0TQ-01,,
344,TCGA-AR-A24W-01,,
345,TCGA-A2-A0EN-01,,
346,TCGA-D8-A1XO-01,,
347,TCGA-C8-A12Y-01,,
348,TCGA-AN-A041-01,,
349,TCGA-AN-A0FK-01,,
350,TCGA-A2-A0YD-01,,
351,TCGA-BH-A0BC-01,,
352,TCGA-A8-A0A2-01,,
353,TCGA-AR-A2LH-01,,
354,TCGA-A2-A0T5-01,,
355,TCGA-A8-A0A1-01,,
356,TCGA-A2-A259-01,,
357,TCGA-A8-A092-01,,
358,TCGA-D8-A141-01,,
359,TCGA-AC-A2FF-01,,
360,TCGA-A2-A0D3-01,,
361,TCGA-D8-A145-01,,
362,TCGA-A2-A0CR-01,,
363,TCGA-E2-A15H-01,,
364,TCGA-AR-A254-01,,
365,TCGA-D8-A1J8-01,,
366,TCGA-D8-A27E-01,,
367,TCGA-A7-A13G-01,,
368,TCGA-A2-A0ER-01,,
369,TCGA-BH-A0C3-01,,
370,TCGA-AN-A0AS-01,,
371,TCGA-BH-A0DE-01,,
372,TCGA-D8-A1XV-01,,
373,TCGA-5L-AAT0-01,,
374,TCGA-AC-A6NO-01,,
375,TCGA-AR-A1AK-01,,
376,TCGA-LL-A6FQ-01,,
377,TCGA-AC-A3QQ-01,,
378,TCGA-D8-A73U-01,,
379,TCGA-EW-A6S9-01,,
380,TCGA-BH-A0DV-01,,
381,TCGA-AN-A0FL-01,,
382,TCGA-B6-A0RH-01,,
383,TCGA-AR-A0TX-01,,
384,TCGA-BH-A1FC-01,,
385,TCGA-D8-A1XJ-01,,
386,TCGA-D8-A1Y0-01,,
387,TCGA-BH-A18J-01,,
388,TCGA-A7-A0CJ-01,,
389,TCGA-EW-A2FS-01,,
390,TCGA-D8-A27N-01,,
391,TCGA-AN-A0FY-01,,
392,TCGA-BH-A0C7-01,,
393,TCGA-AO-A03T-01,,
394,TCGA-BH-A208-01,,
395,TCGA-AO-A0J6-01,,
396,TCGA-WT-AB41-01,,
397,TCGA-D8-A1X5-01,,
398,TCGA-A7-A56D-01,,
399,TCGA-E2-A1LB-01,,
400,TCGA-D8-A1JJ-01,,
401,TCGA-E9-A228-01,,
402,TCGA-AN-A0FT-01,,
403,TCGA-AO-A0J2-01,,
404,TCGA-A7-A0CJ-01,,
405,TCGA-D8-A27N-01,,
406,TCGA-BH-A0HU-01,,
407,TCGA-D8-A1JB-01,,
408,TCGA-BH-A5J0-01,,
409,TCGA-E2-A1IH-01,,
410,TCGA-BH-A0BF-01,,
411,TCGA-LL-A73Y-01,,
412,TCGA-A7-A6VY-01,,
413,TCGA-D8-A147-01,,
414,TCGA-AN-A0XU-01,,
415,TCGA-C8-A1HF-01,,
416,TCGA-A1-A0SJ-01,,
417,TCGA-B6-A0WX-01,,
418,TCGA-E9-A244-01,,
419,TCGA-E2-A158-01,,
420,TCGA-D8-A1JA-01,,
421,TCGA-E9-A1N9-01,,
422,TCGA-OL-A5RW-01,,
423,TCGA-AR-A0TP-01,,
424,TCGA-AO-A124-01,,
425,TCGA-AC-A8OP-01,,
426,TCGA-A2-A04T-01,,
427,TCGA-E9-A1NI-01,,
428,TCGA-E9-A1RF-01,,
429,TCGA-A1-A0SD-01,,
430,TCGA-BH-A0AW-01,,
431,TCGA-AR-A0TZ-01,,
432,TCGA-A2-A0EY-01,,
433,TCGA-D8-A1JF-01,,
434,TCGA-LL-A7T0-01,,
435,TCGA-C8-A12M-01,,
436,TCGA-E2-A14Z-01,,
437,TCGA-E9-A226-01,,
438,TCGA-E2-A14T-01,,
439,TCGA-E9-A5FL-01,,
440,TCGA-A8-A07L-01,,
441,TCGA-E9-A1NC-01,,
442,TCGA-C8-A134-01,,
443,TCGA-BH-A18R-01,,
444,TCGA-S3-A6ZF-01,,
445,TCGA-E9-A22D-01,,
446,TCGA-A8-A07O-01,,
447,TCGA-S3-AA0Z-01,,
448,TCGA-AR-A24L-01,,
449,TCGA-C8-A26Z-01,,
450,TCGA-LL-A8F5-01,,
451,TCGA-A2-A0CM-01,,
452,TCGA-D8-A1X5-01,,
453,TCGA-LL-A5YM-01,,
454,TCGA-B6-A0WY-01,,
455,TCGA-A8-A06R-01,,
456,TCGA-AC-A2FO-01,,
457,TCGA-C8-A26W-01,,
458,TCGA-E9-A229-01,,
459,TCGA-A2-A04P-01,,
460,TCGA-AR-A0U3-01,,
461,TCGA-A8-A08B-01,,
462,TCGA-A8-A097-01,,
463,TCGA-AC-A8OQ-01,,
464,TCGA-AC-A23C-01,,
465,TCGA-AN-A0FW-01,,
466,TCGA-E9-A1ND-01,,
467,TCGA-AN-A0AR-01,,
468,TCGA-C8-A27B-01,,
469,TCGA-D8-A27H-01,,
470,TCGA-D8-A27R-01,,
471,TCGA-BH-A0HB-01,,
472,TCGA-C8-A1HG-01,,
473,TCGA-LL-A5YL-01,,
474,TCGA-E2-A155-01,,
475,TCGA-AN-A0XO-01,,
476,TCGA-AC-A5EH-01,,
477,TCGA-D8-A1Y0-01,,
478,TCGA-E2-A1LA-01,,
479,TCGA-D8-A1J9-01,,
480,TCGA-E2-A159-01,,
481,TCGA-BH-A18Q-01,,
482,TCGA-C8-A8HR-01,,
483,TCGA-LL-A5YN-01,,
484,TCGA-AR-A0U0-01,,
485,TCGA-B6-A0WW-01,,
486,TCGA-AC-A3OD-01,,
487,TCGA-A1-A0SH-01,,
488,TCGA-AO-A03V-01,,
489,TCGA-AR-A1AH-01,,
490,TCGA-BH-A1EW-01,,
491,TCGA-E2-A1B0-01,,
492,TCGA-AO-A0J4-01,,
493,TCGA-BH-A5IZ-01,,
494,TCGA-E9-A1NF-01,,
495,TCGA-AR-A250-01,,
496,TCGA-E9-A22B-01,,
497,TCGA-C8-A1HJ-01,,
498,TCGA-LD-A7W5-01,,
499,TCGA-A8-A07B-01,,
500,TCGA-E9-A1N8-01,,
501,TCGA-A7-A0CE-01,,
502,TCGA-EW-A1OV-01,,
503,TCGA-A7-A26I-01,,
504,TCGA-E9-A1R4-01,,
505,TCGA-A2-A25E-01,,
506,TCGA-E2-A15S-01,,
507,TCGA-AO-A03L-01,,
508,TCGA-A8-A09Q-01,,
509,TCGA-A7-A5ZV-01,,
510,TCGA-A2-A04U-01,,
511,TCGA-D8-A143-01,,
512,TCGA-E2-A1LK-01,,
513,TCGA-E9-A1RE-01,,
514,TCGA-AO-A03O-01,,
515,TCGA-D8-A13Y-01,,
516,TCGA-AR-A0TT-01,,
517,TCGA-E2-A1LL-01,,
518,TCGA-D8-A13Y-01,,
519,TCGA-A2-A3Y0-01,,
520,TCGA-A2-A0SX-01,,
521,TCGA-A8-A09I-01,,
522,TCGA-A2-A0YT-01,,
523,TCGA-AN-A0FX-01,,
524,TCGA-D8-A27F-01,,
525,TCGA-BH-A0B3-01,,
526,TCGA-AO-A0JD-01,,
527,TCGA-E2-A15E-06,,
528,TCGA-D8-A27R-01,,
529,TCGA-A2-A0T2-01,,
530,TCGA-S3-AA10-01,,
531,TCGA-A2-A0EQ-01,,
532,TCGA-AO-A1KT-01,,
533,TCGA-E9-A1R7-01,,
534,TCGA-Z7-A8R5-01,,
535,TCGA-A8-A06Z-01,,
536,TCGA-B6-A1KN-01,,
537,TCGA-BH-A0H7-01,,
538,TCGA-BH-A18U-01,,
539,TCGA-A2-A0T3-01,,
540,TCGA-AR-A24S-01,,
541,TCGA-A8-A081-01,,
542,TCGA-AR-A1AQ-01,,
543,TCGA-A7-A0CE-01,,
544,TCGA-A2-A0SV-01,,
545,TCGA-AO-A1KS-01,,
546,TCGA-D8-A1XK-01,,
547,TCGA-C8-A12U-01,,
548,TCGA-AR-A1AI-01,,
549,TCGA-C8-A12P-01,,
550,TCGA-BH-A18L-01,,
551,TCGA-BH-A1F6-01,,
552,TCGA-E9-A1NA-01,,
553,TCGA-GM-A2DD-01,,
554,TCGA-A8-A09A-01,,
555,TCGA-AN-A0AM-01,,
556,TCGA-GI-A2C8-01,,
557,TCGA-D8-A1XY-01,,
558,TCGA-AR-A1AN-01,,
559,TCGA-BH-A0HX-01,,
560,TCGA-AO-A0JB-01,,
561,TCGA-C8-A26Y-01,,
562,TCGA-BH-A0BA-01,,
563,TCGA-EW-A1PA-01,,
564,TCGA-EW-A1OY-01,,
565,TCGA-A7-A26G-01,,
566,TCGA-EW-A6SB-01,,
567,TCGA-AC-A2QH-01,,
568,TCGA-A8-A06O-01,,
569,TCGA-AR-A24H-01,,
570,TCGA-A8-A06X-01,,
571,TCGA-E2-A1L7-01,,
572,TCGA-BH-A0WA-01,,
573,TCGA-OL-A5RZ-01,,
574,TCGA-E9-A1R2-01,,
575,TCGA-AO-A0JA-01,,
576,TCGA-D8-A1XW-01,,
577,TCGA-C8-A132-01,,
578,TCGA-EW-A1PB-01,,
579,TCGA-C8-A1HM-01,,
580,TCGA-BH-A0BL-01,,
581,TCGA-A2-A0SW-01,,
582,TCGA-AC-A5XU-01,,
583,TCGA-C8-A137-01,,
584,TCGA-D8-A1JC-01,,
585,TCGA-B6-A0RE-01,,
586,TCGA-D8-A1JC-01,,
587,TCGA-AN-A0AT-01,,
588,TCGA-A2-A0T1-01,,
589,TCGA-BH-A1EY-01,,
590,TCGA-BH-A204-01,,
591,TCGA-A8-A0A4-01,,
592,TCGA-BH-A0DI-01,,
593,TCGA-AR-A24Q-01,,
594,TCGA-B6-A0IJ-01,,
595,TCGA-AO-A03P-01,,
596,TCGA-BH-A18T-01,,
597,TCGA-OL-A66I-01,,
598,TCGA-A2-A0CT-01,,
599,TCGA-A7-A0DA-01,,
600,TCGA-AO-A0JM-01,,
601,TCGA-BH-A0BZ-01,,
602,TCGA-E9-A2JS-01,,
603,TCGA-E2-A150-01,,
604,TCGA-AR-A24K-01,,
605,TCGA-AC-A7VB-01,,
606,TCGA-A8-A07U-01,,
607,TCGA-3C-AALI-01,,
608,TCGA-AR-A1AY-01,,
609,TCGA-GM-A2DB-01,,
610,TCGA-B6-A0RU-01,,
611,TCGA-D8-A1XF-01,,
612,TCGA-E2-A14N-01,,
613,TCGA-A8-A09C-01,,
614,TCGA-BH-A0AV-01,,
615,TCGA-BH-A18H-01,,
616,TCGA-A7-A13E-01,,
617,TCGA-A7-A6VW-01,,
618,TCGA-AN-A0AJ-01,,
619,TCGA-AQ-A04J-01,,
620,TCGA-A8-A09X-01,,
