,train,val,test
96,patient_038_node_3,,
97,patient_039_node_2,,
98,patient_039_node_3,,
99,patient_039_node_4,,
100,patient_040_node_0,,
101,patient_040_node_1,,
102,patient_040_node_3,,
103,patient_040_node_4,,
104,patient_041_node_1,,
105,patient_041_node_2,,
106,patient_041_node_3,,
107,patient_042_node_0,,
108,patient_042_node_2,,
109,patient_043_node_0,,
110,patient_043_node_1,,
111,patient_043_node_2,,
112,patient_043_node_3,,
113,patient_044_node_0,,
114,patient_044_node_1,,
115,patient_044_node_2,,
116,patient_045_node_2,,
117,patient_046_node_0,,
118,patient_046_node_1,,
119,patient_047_node_0,,
120,patient_047_node_3,,
121,patient_047_node_4,,
122,patient_048_node_2,,
123,patient_048_node_4,,
124,patient_049_node_0,,
125,patient_049_node_3,,
126,patient_049_node_4,,
127,patient_050_node_1,,
128,patient_051_node_3,,
129,patient_052_node_4,,
130,patient_053_node_1,,
131,patient_053_node_2,,
132,patient_053_node_3,,
133,patient_054_node_0,,
134,patient_054_node_1,,
135,patient_054_node_2,,
136,patient_054_node_4,,
137,patient_055_node_2,,
138,patient_055_node_4,,
139,patient_056_node_1,,
140,patient_056_node_2,,
141,patient_056_node_4,,
142,patient_057_node_0,,
143,patient_057_node_1,,
144,patient_057_node_2,,
145,patient_057_node_3,,
146,patient_057_node_4,,
147,patient_058_node_0,,
148,patient_058_node_1,,
149,patient_058_node_2,,
150,patient_058_node_3,,
151,patient_058_node_4,,
152,patient_059_node_0,,
153,patient_059_node_1,,
154,patient_059_node_2,,
155,patient_059_node_3,,
156,patient_059_node_4,,
157,patient_060_node_1,,
158,patient_060_node_2,,
159,patient_060_node_4,,
160,patient_061_node_0,,
161,patient_061_node_1,,
162,patient_061_node_2,,
163,patient_061_node_3,,
164,patient_062_node_4,,
165,patient_063_node_1,,
166,patient_064_node_1,,
167,patient_064_node_4,,
168,patient_065_node_1,,
169,patient_065_node_2,,
170,patient_065_node_3,,
171,patient_066_node_0,,
172,patient_066_node_1,,
173,patient_067_node_0,,
174,patient_067_node_2,,
175,patient_068_node_0,,
176,patient_068_node_2,,
177,patient_068_node_3,,
178,patient_069_node_4,,
179,patient_070_node_0,,
180,patient_070_node_1,,
181,patient_070_node_4,,
182,patient_071_node_1,,
183,patient_071_node_2,,
184,patient_071_node_3,,
185,patient_071_node_4,,
186,patient_073_node_0,,
187,patient_073_node_2,,
188,patient_073_node_4,,
189,patient_074_node_0,,
190,patient_074_node_1,,
191,patient_074_node_2,,
192,patient_074_node_3,,
193,patient_075_node_0,,
194,patient_075_node_1,,
195,patient_075_node_2,,
196,patient_077_node_0,,
197,patient_077_node_1,,
198,patient_077_node_3,,
199,patient_078_node_0,,
200,patient_078_node_1,,
201,patient_078_node_2,,
202,patient_078_node_3,,
203,patient_078_node_4,,
204,patient_079_node_0,,
205,patient_079_node_1,,
206,patient_079_node_2,,
207,patient_079_node_4,,
208,patient_081_node_0,,
209,patient_081_node_3,,
210,patient_082_node_0,,
211,patient_082_node_1,,
212,patient_082_node_3,,
213,patient_082_node_4,,
214,patient_083_node_1,,
215,patient_083_node_3,,
216,patient_083_node_4,,
217,patient_084_node_1,,
218,patient_084_node_4,,
219,patient_085_node_0,,
220,patient_085_node_3,,
221,patient_085_node_4,,
222,patient_086_node_1,,
223,patient_086_node_2,,
224,patient_087_node_2,,
225,patient_087_node_3,,
226,patient_087_node_4,,
227,patient_088_node_0,,
228,patient_089_node_0,,
229,patient_089_node_1,,
230,patient_089_node_2,,
231,patient_089_node_4,,
232,patient_090_node_0,,
233,patient_090_node_1,,
234,patient_090_node_2,,
235,patient_090_node_4,,
236,patient_091_node_0,,
237,patient_091_node_1,,
238,patient_092_node_2,,
239,patient_093_node_0,,
240,patient_093_node_3,,
241,patient_094_node_3,,
242,patient_095_node_3,,
243,patient_095_node_4,,
244,patient_096_node_1,,
245,patient_098_node_0,,
246,patient_098_node_1,,
247,patient_098_node_2,,
248,patient_098_node_3,,
249,patient_098_node_4,,
250,patient_099_node_0,,
251,patient_099_node_1,,
252,patient_099_node_2,,
253,patient_099_node_3,,
254,patient_012_node_0,,
255,patient_013_node_2,,
256,patient_013_node_3,,
257,patient_014_node_2,,
258,patient_014_node_4,,
259,patient_015_node_1,,
260,patient_015_node_2,,
261,patient_016_node_0,,
262,patient_017_node_2,,
263,patient_017_node_3,,
264,patient_018_node_3,,
265,patient_019_node_0,,
266,patient_019_node_2,,
267,patient_019_node_3,,
268,patient_020_node_4,,
269,patient_021_node_0,,
270,patient_021_node_1,,
271,patient_022_node_4,,
272,patient_026_node_2,,
273,patient_026_node_4,,
274,patient_028_node_2,,
275,patient_029_node_1,,
276,patient_029_node_3,,
277,patient_033_node_1,,
278,patient_034_node_3,,
279,patient_039_node_0,,
280,patient_042_node_3,,
281,patient_044_node_3,,
282,patient_044_node_4,,
283,patient_045_node_4,,
284,patient_047_node_2,,
285,patient_051_node_4,,
286,patient_052_node_0,,
287,patient_052_node_1,,
288,patient_052_node_2,,
289,patient_052_node_3,,
290,patient_062_node_3,,
291,patient_063_node_0,,
292,patient_063_node_2,,
293,patient_063_node_3,,
294,patient_063_node_4,,
295,patient_065_node_4,,
296,patient_066_node_3,,
297,patient_069_node_0,,
298,patient_069_node_1,,
299,patient_072_node_1,,
300,patient_072_node_2,,
301,patient_075_node_4,,
302,patient_080_node_2,,
303,patient_080_node_3,,
304,patient_084_node_2,,
305,patient_084_node_3,,
306,patient_091_node_3,,
307,patient_091_node_4,,
308,patient_092_node_0,,
309,patient_092_node_1,,
310,patient_092_node_4,,
311,patient_093_node_4,,
312,patient_094_node_0,,
313,patient_094_node_1,,
314,patient_094_node_2,,
315,patient_095_node_0,,
316,patient_096_node_0,,
317,patient_096_node_2,,
318,patient_096_node_3,,
319,patient_096_node_4,,
320,patient_097_node_1,,
321,patient_097_node_3,,
322,patient_097_node_4,,
323,patient_007_node_4,,
324,patient_010_node_0,,
325,patient_010_node_4,,
326,patient_011_node_0,,
327,patient_013_node_4,,
328,patient_017_node_4,,
329,patient_018_node_1,,
330,patient_018_node_2,,
331,patient_020_node_1,,
332,patient_020_node_2,,
333,patient_021_node_3,,
334,patient_021_node_4,,
335,patient_022_node_0,,
336,patient_026_node_1,,
337,patient_026_node_3,,
338,patient_027_node_0,,
339,patient_027_node_2,,
340,patient_027_node_4,,
341,patient_028_node_3,,
342,patient_029_node_0,,
343,patient_030_node_4,,
344,patient_032_node_1,,
345,patient_033_node_2,,
346,patient_033_node_3,,
347,patient_036_node_3,,
348,patient_038_node_0,,
349,patient_038_node_2,,
350,patient_045_node_1,,
351,patient_046_node_4,,
352,patient_048_node_1,,
353,patient_049_node_2,,
354,patient_050_node_4,,
355,patient_060_node_0,,
356,patient_061_node_4,,
357,patient_062_node_0,,
358,patient_062_node_1,,
359,patient_066_node_2,,
360,patient_067_node_4,,
361,patient_069_node_2,,
362,patient_069_node_3,,
363,patient_072_node_4,,
364,patient_073_node_3,,
365,patient_076_node_2,,
366,patient_076_node_3,,
367,patient_081_node_1,,
368,patient_088_node_1,,
369,patient_089_node_3,,
370,patient_004_node_4,,
371,patient_005_node_3,,
372,patient_006_node_2,,
373,patient_006_node_4,,
374,patient_014_node_3,,
375,patient_016_node_1,,
376,patient_017_node_1,,
377,patient_018_node_4,,
378,patient_024_node_2,,
379,patient_026_node_0,,
380,patient_029_node_2,,
381,patient_037_node_1,,
382,patient_038_node_4,,
383,patient_040_node_2,,
384,patient_041_node_0,,
385,patient_060_node_3,,
386,patient_064_node_0,,
387,patient_064_node_3,,
388,patient_067_node_3,,
389,patient_068_node_1,,
390,patient_072_node_0,,
391,patient_080_node_0,,
392,patient_080_node_1,,
393,patient_086_node_0,,
394,patient_086_node_4,,
395,patient_087_node_0,,
396,patient_087_node_1,,
397,patient_088_node_4,,
