,train,val,test
64,patient_030_node_2,,
65,patient_030_node_3,,
66,patient_031_node_0,,
67,patient_031_node_1,,
68,patient_031_node_3,,
69,patient_031_node_4,,
70,patient_032_node_0,,
71,patient_032_node_2,,
72,patient_032_node_3,,
73,patient_033_node_0,,
74,patient_033_node_4,,
75,patient_034_node_0,,
76,patient_034_node_1,,
77,patient_034_node_2,,
78,patient_034_node_4,,
79,patient_035_node_0,,
80,patient_035_node_1,,
81,patient_035_node_2,,
82,patient_035_node_4,,
83,patient_036_node_0,,
84,patient_036_node_1,,
85,patient_036_node_2,,
86,patient_036_node_4,,
87,patient_037_node_2,,
88,patient_037_node_3,,
89,patient_037_node_4,,
90,patient_038_node_1,,
91,patient_038_node_3,,
92,patient_039_node_2,,
93,patient_039_node_3,,
94,patient_040_node_0,,
95,patient_040_node_1,,
96,patient_040_node_4,,
97,patient_041_node_1,,
98,patient_041_node_3,,
99,patient_041_node_4,,
100,patient_042_node_0,,
101,patient_042_node_1,,
102,patient_042_node_4,,
103,patient_043_node_0,,
104,patient_043_node_1,,
105,patient_043_node_2,,
106,patient_043_node_4,,
107,patient_044_node_0,,
108,patient_044_node_1,,
109,patient_045_node_2,,
110,patient_046_node_0,,
111,patient_046_node_1,,
112,patient_046_node_2,,
113,patient_047_node_0,,
114,patient_047_node_1,,
115,patient_047_node_4,,
116,patient_048_node_2,,
117,patient_048_node_3,,
118,patient_048_node_4,,
119,patient_049_node_3,,
120,patient_049_node_4,,
121,patient_050_node_0,,
122,patient_050_node_1,,
123,patient_050_node_2,,
124,patient_050_node_3,,
125,patient_051_node_3,,
126,patient_052_node_4,,
127,patient_053_node_0,,
128,patient_053_node_1,,
129,patient_053_node_2,,
130,patient_053_node_3,,
131,patient_053_node_4,,
132,patient_054_node_0,,
133,patient_054_node_1,,
134,patient_054_node_3,,
135,patient_054_node_4,,
136,patient_055_node_0,,
137,patient_055_node_2,,
138,patient_055_node_3,,
139,patient_055_node_4,,
140,patient_056_node_0,,
141,patient_056_node_1,,
142,patient_056_node_2,,
143,patient_056_node_4,,
144,patient_057_node_0,,
145,patient_057_node_1,,
146,patient_057_node_3,,
147,patient_057_node_4,,
148,patient_058_node_0,,
149,patient_058_node_1,,
150,patient_058_node_2,,
151,patient_058_node_3,,
152,patient_059_node_0,,
153,patient_059_node_1,,
154,patient_059_node_2,,
155,patient_059_node_3,,
156,patient_059_node_4,,
157,patient_060_node_1,,
158,patient_060_node_2,,
159,patient_061_node_0,,
160,patient_061_node_2,,
161,patient_061_node_3,,
162,patient_062_node_4,,
163,patient_064_node_2,,
164,patient_064_node_4,,
165,patient_065_node_2,,
166,patient_065_node_3,,
167,patient_066_node_0,,
168,patient_066_node_1,,
169,patient_066_node_4,,
170,patient_067_node_1,,
171,patient_067_node_2,,
172,patient_068_node_0,,
173,patient_068_node_2,,
174,patient_069_node_4,,
175,patient_070_node_0,,
176,patient_070_node_1,,
177,patient_070_node_2,,
178,patient_070_node_4,,
179,patient_071_node_0,,
180,patient_071_node_1,,
181,patient_071_node_2,,
182,patient_071_node_3,,
183,patient_071_node_4,,
184,patient_072_node_3,,
185,patient_073_node_0,,
186,patient_073_node_2,,
187,patient_073_node_4,,
188,patient_074_node_0,,
189,patient_074_node_1,,
190,patient_074_node_2,,
191,patient_074_node_3,,
192,patient_075_node_0,,
193,patient_075_node_1,,
194,patient_075_node_2,,
195,patient_075_node_3,,
196,patient_077_node_0,,
197,patient_077_node_1,,
198,patient_078_node_1,,
199,patient_078_node_2,,
200,patient_079_node_0,,
201,patient_079_node_1,,
202,patient_079_node_2,,
203,patient_079_node_4,,
204,patient_081_node_0,,
205,patient_081_node_3,,
206,patient_082_node_0,,
207,patient_082_node_1,,
208,patient_082_node_2,,
209,patient_082_node_3,,
210,patient_082_node_4,,
211,patient_083_node_0,,
212,patient_083_node_1,,
213,patient_083_node_3,,
214,patient_083_node_4,,
215,patient_084_node_0,,
216,patient_084_node_4,,
217,patient_085_node_1,,
218,patient_085_node_3,,
219,patient_086_node_2,,
220,patient_086_node_3,,
221,patient_087_node_2,,
222,patient_087_node_3,,
223,patient_087_node_4,,
224,patient_088_node_2,,
225,patient_088_node_3,,
226,patient_089_node_1,,
227,patient_089_node_2,,
228,patient_089_node_4,,
229,patient_090_node_0,,
230,patient_090_node_1,,
231,patient_090_node_2,,
232,patient_090_node_3,,
233,patient_090_node_4,,
234,patient_091_node_0,,
235,patient_091_node_1,,
236,patient_093_node_0,,
237,patient_093_node_1,,
238,patient_093_node_2,,
239,patient_093_node_3,,
240,patient_094_node_3,,
241,patient_095_node_1,,
242,patient_095_node_3,,
243,patient_095_node_4,,
244,patient_097_node_2,,
245,patient_098_node_0,,
246,patient_098_node_1,,
247,patient_098_node_2,,
248,patient_098_node_3,,
249,patient_098_node_4,,
250,patient_099_node_0,,
251,patient_099_node_1,,
252,patient_099_node_2,,
253,patient_099_node_3,,
254,patient_013_node_2,,
255,patient_013_node_3,,
256,patient_015_node_1,,
257,patient_015_node_2,,
258,patient_017_node_2,,
259,patient_017_node_3,,
260,patient_019_node_0,,
261,patient_019_node_1,,
262,patient_019_node_2,,
263,patient_021_node_0,,
264,patient_021_node_1,,
265,patient_022_node_4,,
266,patient_026_node_2,,
267,patient_026_node_4,,
268,patient_028_node_2,,
269,patient_029_node_1,,
270,patient_029_node_3,,
271,patient_033_node_1,,
272,patient_034_node_3,,
273,patient_042_node_3,,
274,patient_044_node_3,,
275,patient_044_node_4,,
276,patient_045_node_0,,
277,patient_045_node_3,,
278,patient_045_node_4,,
279,patient_047_node_2,,
280,patient_051_node_1,,
281,patient_051_node_2,,
282,patient_051_node_4,,
283,patient_052_node_1,,
284,patient_052_node_2,,
285,patient_052_node_3,,
286,patient_062_node_2,,
287,patient_062_node_3,,
288,patient_063_node_2,,
289,patient_063_node_3,,
290,patient_063_node_4,,
291,patient_065_node_0,,
292,patient_065_node_4,,
293,patient_066_node_3,,
294,patient_069_node_0,,
295,patient_069_node_1,,
296,patient_070_node_3,,
297,patient_072_node_2,,
298,patient_073_node_1,,
299,patient_075_node_4,,
300,patient_077_node_2,,
301,patient_077_node_4,,
302,patient_084_node_2,,
303,patient_084_node_3,,
304,patient_091_node_2,,
305,patient_091_node_4,,
306,patient_092_node_3,,
307,patient_092_node_4,,
308,patient_093_node_4,,
309,patient_094_node_0,,
310,patient_094_node_1,,
311,patient_094_node_2,,
312,patient_094_node_4,,
313,patient_095_node_0,,
314,patient_096_node_0,,
315,patient_096_node_2,,
316,patient_096_node_3,,
317,patient_096_node_4,,
318,patient_097_node_0,,
319,patient_097_node_1,,
320,patient_097_node_3,,
321,patient_097_node_4,,
322,patient_099_node_4,,
323,patient_007_node_4,,
324,patient_008_node_0,,
325,patient_009_node_1,,
326,patient_010_node_0,,
327,patient_011_node_0,,
328,patient_013_node_4,,
329,patient_018_node_1,,
330,patient_018_node_2,,
331,patient_020_node_2,,
332,patient_021_node_3,,
333,patient_021_node_4,,
334,patient_022_node_0,,
335,patient_022_node_1,,
336,patient_026_node_1,,
337,patient_026_node_3,,
338,patient_027_node_0,,
339,patient_027_node_2,,
340,patient_027_node_4,,
341,patient_028_node_0,,
342,patient_028_node_3,,
343,patient_029_node_0,,
344,patient_030_node_4,,
345,patient_032_node_1,,
346,patient_033_node_2,,
347,patient_038_node_0,,
348,patient_039_node_1,,
349,patient_045_node_1,,
350,patient_046_node_3,,
351,patient_046_node_4,,
352,patient_048_node_0,,
353,patient_049_node_1,,
354,patient_049_node_2,,
355,patient_050_node_4,,
356,patient_061_node_4,,
357,patient_062_node_0,,
358,patient_062_node_1,,
359,patient_066_node_2,,
360,patient_067_node_4,,
361,patient_069_node_3,,
362,patient_072_node_4,,
363,patient_073_node_3,,
364,patient_076_node_2,,
365,patient_080_node_4,,
366,patient_081_node_1,,
367,patient_081_node_2,,
368,patient_088_node_1,,
369,patient_089_node_3,,
370,patient_004_node_4,,
371,patient_006_node_2,,
372,patient_006_node_4,,
373,patient_009_node_0,,
374,patient_014_node_3,,
375,patient_015_node_4,,
376,patient_017_node_1,,
377,patient_018_node_4,,
378,patient_024_node_1,,
379,patient_026_node_0,,
380,patient_037_node_1,,
381,patient_038_node_4,,
382,patient_040_node_2,,
383,patient_041_node_0,,
384,patient_060_node_3,,
385,patient_064_node_0,,
386,patient_064_node_3,,
387,patient_067_node_3,,
388,patient_068_node_1,,
389,patient_068_node_4,,
390,patient_076_node_4,,
391,patient_080_node_0,,
392,patient_080_node_1,,
393,patient_081_node_4,,
394,patient_086_node_0,,
395,patient_086_node_4,,
396,patient_087_node_0,,
397,patient_087_node_1,,
