,train,val,test
101,patient_040_node_4,,
102,patient_041_node_1,,
103,patient_041_node_2,,
104,patient_041_node_3,,
105,patient_042_node_0,,
106,patient_042_node_1,,
107,patient_042_node_2,,
108,patient_042_node_4,,
109,patient_043_node_0,,
110,patient_043_node_1,,
111,patient_043_node_2,,
112,patient_044_node_0,,
113,patient_044_node_1,,
114,patient_046_node_1,,
115,patient_046_node_2,,
116,patient_047_node_1,,
117,patient_047_node_4,,
118,patient_048_node_2,,
119,patient_048_node_3,,
120,patient_048_node_4,,
121,patient_049_node_0,,
122,patient_049_node_3,,
123,patient_050_node_0,,
124,patient_050_node_1,,
125,patient_050_node_2,,
126,patient_050_node_3,,
127,patient_051_node_3,,
128,patient_052_node_4,,
129,patient_053_node_0,,
130,patient_053_node_1,,
131,patient_053_node_2,,
132,patient_053_node_3,,
133,patient_053_node_4,,
134,patient_054_node_0,,
135,patient_054_node_2,,
136,patient_054_node_3,,
137,patient_055_node_0,,
138,patient_055_node_1,,
139,patient_055_node_2,,
140,patient_055_node_4,,
141,patient_056_node_0,,
142,patient_056_node_1,,
143,patient_056_node_2,,
144,patient_056_node_3,,
145,patient_056_node_4,,
146,patient_057_node_1,,
147,patient_057_node_3,,
148,patient_057_node_4,,
149,patient_058_node_0,,
150,patient_058_node_1,,
151,patient_058_node_4,,
152,patient_059_node_0,,
153,patient_059_node_1,,
154,patient_059_node_2,,
155,patient_059_node_3,,
156,patient_060_node_1,,
157,patient_060_node_2,,
158,patient_060_node_4,,
159,patient_061_node_0,,
160,patient_061_node_1,,
161,patient_061_node_2,,
162,patient_061_node_3,,
163,patient_062_node_4,,
164,patient_064_node_1,,
165,patient_064_node_2,,
166,patient_064_node_4,,
167,patient_065_node_2,,
168,patient_065_node_3,,
169,patient_067_node_0,,
170,patient_067_node_1,,
171,patient_067_node_2,,
172,patient_068_node_2,,
173,patient_068_node_3,,
174,patient_069_node_4,,
175,patient_070_node_0,,
176,patient_070_node_2,,
177,patient_070_node_4,,
178,patient_071_node_0,,
179,patient_071_node_2,,
180,patient_071_node_3,,
181,patient_071_node_4,,
182,patient_072_node_3,,
183,patient_073_node_0,,
184,patient_073_node_2,,
185,patient_074_node_0,,
186,patient_074_node_1,,
187,patient_074_node_2,,
188,patient_074_node_3,,
189,patient_075_node_0,,
190,patient_075_node_1,,
191,patient_075_node_3,,
192,patient_076_node_0,,
193,patient_077_node_0,,
194,patient_077_node_1,,
195,patient_078_node_0,,
196,patient_078_node_1,,
197,patient_078_node_2,,
198,patient_078_node_4,,
199,patient_079_node_0,,
200,patient_079_node_2,,
201,patient_079_node_3,,
202,patient_081_node_0,,
203,patient_081_node_3,,
204,patient_082_node_0,,
205,patient_082_node_1,,
206,patient_082_node_3,,
207,patient_082_node_4,,
208,patient_083_node_0,,
209,patient_083_node_1,,
210,patient_083_node_2,,
211,patient_083_node_3,,
212,patient_083_node_4,,
213,patient_084_node_0,,
214,patient_084_node_1,,
215,patient_084_node_4,,
216,patient_085_node_1,,
217,patient_085_node_2,,
218,patient_085_node_3,,
219,patient_085_node_4,,
220,patient_086_node_2,,
221,patient_087_node_2,,
222,patient_087_node_3,,
223,patient_087_node_4,,
224,patient_088_node_2,,
225,patient_089_node_0,,
226,patient_089_node_1,,
227,patient_089_node_4,,
228,patient_090_node_0,,
229,patient_090_node_1,,
230,patient_090_node_2,,
231,patient_090_node_4,,
232,patient_091_node_0,,
233,patient_091_node_1,,
234,patient_092_node_2,,
235,patient_093_node_0,,
236,patient_093_node_1,,
237,patient_093_node_3,,
238,patient_094_node_3,,
239,patient_095_node_1,,
240,patient_095_node_2,,
241,patient_095_node_3,,
242,patient_095_node_4,,
243,patient_096_node_1,,
244,patient_097_node_2,,
245,patient_098_node_0,,
246,patient_098_node_1,,
247,patient_098_node_2,,
248,patient_098_node_3,,
249,patient_098_node_4,,
250,patient_099_node_0,,
251,patient_099_node_1,,
252,patient_099_node_2,,
253,patient_099_node_3,,
254,patient_013_node_3,,
255,patient_014_node_2,,
256,patient_015_node_2,,
257,patient_016_node_0,,
258,patient_017_node_3,,
259,patient_019_node_0,,
260,patient_019_node_1,,
261,patient_019_node_2,,
262,patient_019_node_3,,
263,patient_020_node_4,,
264,patient_021_node_1,,
265,patient_026_node_2,,
266,patient_026_node_4,,
267,patient_028_node_2,,
268,patient_029_node_1,,
269,patient_029_node_3,,
270,patient_034_node_3,,
271,patient_039_node_0,,
272,patient_044_node_3,,
273,patient_044_node_4,,
274,patient_045_node_0,,
275,patient_045_node_4,,
276,patient_047_node_2,,
277,patient_051_node_0,,
278,patient_051_node_1,,
279,patient_051_node_2,,
280,patient_051_node_4,,
281,patient_052_node_0,,
282,patient_052_node_1,,
283,patient_052_node_2,,
284,patient_052_node_3,,
285,patient_062_node_3,,
286,patient_063_node_0,,
287,patient_063_node_2,,
288,patient_063_node_4,,
289,patient_065_node_0,,
290,patient_065_node_4,,
291,patient_066_node_3,,
292,patient_069_node_0,,
293,patient_069_node_1,,
294,patient_070_node_3,,
295,patient_072_node_1,,
296,patient_072_node_2,,
297,patient_073_node_1,,
298,patient_075_node_4,,
299,patient_076_node_1,,
300,patient_077_node_4,,
301,patient_080_node_2,,
302,patient_080_node_3,,
303,patient_084_node_2,,
304,patient_084_node_3,,
305,patient_091_node_3,,
306,patient_091_node_4,,
307,patient_092_node_1,,
308,patient_092_node_3,,
309,patient_093_node_4,,
310,patient_094_node_0,,
311,patient_094_node_1,,
312,patient_094_node_2,,
313,patient_094_node_4,,
314,patient_095_node_0,,
315,patient_096_node_0,,
316,patient_096_node_2,,
317,patient_096_node_3,,
318,patient_097_node_0,,
319,patient_097_node_1,,
320,patient_097_node_3,,
321,patient_097_node_4,,
322,patient_099_node_4,,
323,patient_007_node_4,,
324,patient_008_node_0,,
325,patient_009_node_1,,
326,patient_010_node_0,,
327,patient_013_node_4,,
328,patient_018_node_1,,
329,patient_018_node_2,,
330,patient_020_node_1,,
331,patient_020_node_2,,
332,patient_021_node_3,,
333,patient_021_node_4,,
334,patient_022_node_0,,
335,patient_022_node_1,,
336,patient_026_node_1,,
337,patient_026_node_3,,
338,patient_027_node_0,,
339,patient_027_node_4,,
340,patient_028_node_0,,
341,patient_028_node_1,,
342,patient_029_node_0,,
343,patient_030_node_4,,
344,patient_032_node_1,,
345,patient_033_node_3,,
346,patient_036_node_3,,
347,patient_038_node_2,,
348,patient_039_node_1,,
349,patient_045_node_1,,
350,patient_046_node_4,,
351,patient_048_node_1,,
352,patient_049_node_1,,
353,patient_049_node_2,,
354,patient_050_node_4,,
355,patient_060_node_0,,
356,patient_061_node_4,,
357,patient_062_node_0,,
358,patient_062_node_1,,
359,patient_067_node_4,,
360,patient_069_node_2,,
361,patient_072_node_4,,
362,patient_073_node_3,,
363,patient_074_node_4,,
364,patient_076_node_2,,
365,patient_076_node_3,,
366,patient_080_node_4,,
367,patient_081_node_1,,
368,patient_088_node_1,,
369,patient_089_node_3,,
370,patient_004_node_4,,
371,patient_005_node_3,,
372,patient_005_node_4,,
373,patient_006_node_2,,
374,patient_009_node_0,,
375,patient_014_node_3,,
376,patient_015_node_4,,
377,patient_016_node_1,,
378,patient_017_node_1,,
379,patient_018_node_4,,
380,patient_024_node_1,,
381,patient_024_node_2,,
382,patient_026_node_0,,
383,patient_037_node_1,,
384,patient_038_node_4,,
385,patient_040_node_2,,
386,patient_041_node_0,,
387,patient_060_node_3,,
388,patient_064_node_3,,
389,patient_067_node_3,,
390,patient_072_node_0,,
391,patient_076_node_4,,
392,patient_080_node_1,,
393,patient_086_node_0,,
394,patient_086_node_4,,
395,patient_087_node_0,,
396,patient_087_node_1,,
397,patient_088_node_4,,
