,train,val,test
235,patient_090_node_3,,
236,patient_091_node_0,,
237,patient_092_node_2,,
238,patient_093_node_0,,
239,patient_093_node_1,,
240,patient_093_node_3,,
241,patient_094_node_3,,
242,patient_095_node_1,,
243,patient_095_node_2,,
244,patient_095_node_3,,
245,patient_095_node_4,,
246,patient_096_node_1,,
247,patient_097_node_2,,
248,patient_098_node_1,,
249,patient_098_node_2,,
250,patient_098_node_3,,
251,patient_098_node_4,,
252,patient_099_node_0,,
253,patient_099_node_2,,
254,patient_012_node_0,,
255,patient_013_node_2,,
256,patient_013_node_3,,
257,patient_014_node_4,,
258,patient_015_node_1,,
259,patient_015_node_2,,
260,patient_016_node_0,,
261,patient_017_node_2,,
262,patient_018_node_3,,
263,patient_019_node_0,,
264,patient_019_node_1,,
265,patient_019_node_2,,
266,patient_019_node_3,,
267,patient_020_node_4,,
268,patient_021_node_0,,
269,patient_021_node_1,,
270,patient_022_node_4,,
271,patient_026_node_2,,
272,patient_026_node_4,,
273,patient_028_node_2,,
274,patient_033_node_1,,
275,patient_034_node_3,,
276,patient_039_node_0,,
277,patient_042_node_3,,
278,patient_044_node_4,,
279,patient_045_node_3,,
280,patient_045_node_4,,
281,patient_047_node_2,,
282,patient_051_node_0,,
283,patient_051_node_1,,
284,patient_051_node_2,,
285,patient_051_node_4,,
286,patient_052_node_0,,
287,patient_052_node_1,,
288,patient_052_node_2,,
289,patient_052_node_3,,
290,patient_063_node_2,,
291,patient_063_node_3,,
292,patient_065_node_0,,
293,patient_065_node_4,,
294,patient_066_node_3,,
295,patient_069_node_0,,
296,patient_069_node_1,,
297,patient_070_node_3,,
298,patient_072_node_1,,
299,patient_072_node_2,,
300,patient_073_node_1,,
301,patient_076_node_1,,
302,patient_077_node_2,,
303,patient_080_node_2,,
304,patient_080_node_3,,
305,patient_084_node_2,,
306,patient_084_node_3,,
307,patient_091_node_3,,
308,patient_091_node_4,,
309,patient_092_node_1,,
310,patient_092_node_4,,
311,patient_093_node_4,,
312,patient_094_node_0,,
313,patient_094_node_2,,
314,patient_094_node_4,,
315,patient_095_node_0,,
316,patient_096_node_0,,
317,patient_096_node_2,,
318,patient_096_node_3,,
319,patient_097_node_1,,
320,patient_097_node_3,,
321,patient_097_node_4,,
322,patient_099_node_4,,
323,patient_007_node_4,,
324,patient_008_node_0,,
325,patient_009_node_1,,
326,patient_010_node_0,,
327,patient_010_node_4,,
328,patient_011_node_0,,
329,patient_013_node_4,,
330,patient_017_node_4,,
331,patient_018_node_2,,
332,patient_020_node_1,,
333,patient_020_node_2,,
334,patient_021_node_3,,
335,patient_021_node_4,,
336,patient_026_node_1,,
337,patient_027_node_0,,
338,patient_027_node_2,,
339,patient_027_node_4,,
340,patient_028_node_0,,
341,patient_028_node_1,,
342,patient_028_node_3,,
343,patient_030_node_4,,
344,patient_032_node_1,,
345,patient_033_node_3,,
346,patient_036_node_3,,
347,patient_038_node_0,,
348,patient_038_node_2,,
349,patient_039_node_1,,
350,patient_045_node_1,,
351,patient_046_node_3,,
352,patient_048_node_0,,
353,patient_048_node_1,,
354,patient_049_node_1,,
355,patient_049_node_2,,
356,patient_050_node_4,,
357,patient_061_node_4,,
358,patient_062_node_0,,
359,patient_062_node_1,,
360,patient_066_node_2,,
361,patient_067_node_4,,
362,patient_069_node_2,,
363,patient_069_node_3,,
364,patient_073_node_3,,
365,patient_074_node_4,,
366,patient_076_node_2,,
367,patient_076_node_3,,
368,patient_080_node_4,,
369,patient_089_node_3,,
370,patient_004_node_4,,
371,patient_005_node_4,,
372,patient_006_node_2,,
373,patient_009_node_0,,
374,patient_014_node_3,,
375,patient_015_node_4,,
376,patient_016_node_1,,
377,patient_018_node_4,,
378,patient_024_node_1,,
379,patient_024_node_2,,
380,patient_024_node_4,,
381,patient_026_node_0,,
382,patient_029_node_2,,
383,patient_037_node_1,,
384,patient_038_node_4,,
385,patient_040_node_2,,
386,patient_064_node_0,,
387,patient_064_node_3,,
388,patient_068_node_1,,
389,patient_072_node_0,,
390,patient_076_node_4,,
391,patient_080_node_0,,
392,patient_081_node_4,,
393,patient_086_node_0,,
394,patient_086_node_4,,
395,patient_087_node_0,,
396,patient_087_node_1,,
397,patient_088_node_4,,
